SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0665-0-00,2475 autumnvale dr,san jose,CA,95131,24401018,1979,,24100,,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0668-0-00,2075 n capitol ave,san jose,CA,95132,24401057,1985,office,116800,116800,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0673-0-00,1931 trade zone cir,san jose,CA,95131,24402041,1985,multifamily housing,65154,484275,2021,in compliance,96,24.2,45.4,24.5,46.1,1654741,62103.1927,,329.9,,,,,,,,,,,,,,27698.5,57.2,21
0677-0-00,1641 n capitol ave,san jose,CA,95132,24406012,1970,supermarket/grocery store,31610,31610,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0678-0-00,1710 automation pkwy,san jose,CA,95131,24413013,1993,manufacturing/industrial plant,192026,203595,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0679-0-00,1768 automation pkwy,san jose,CA,95131,24413016,1998,office,110592,92608,2021,in compliance,7,132.9,322.8,133.3,322.6,2832082,26825.26746,,142.5,,298.1,,,,,,,,,,,,298.1,3.22,
0680-0-00,1774 automation pkwy,san jose,CA,95131,24413018,1998,distribution center,43752,43752,2021,in compliance,,23.9,66.9,23.9,66.9,306359,,,0,,,,,,,,,,,,,,164.6,3.76,
0681-0-00,1704 automation pkwy,san jose,CA,95131,24413019,1997,office,84208,84208,2021,in compliance,,32.8,71.1,34.9,73.4,519450.3,11640.62652,,61.8,,83,,1454.2,,,,,,,,,,1537.2,18.26,
0682-0-00,1756 & 1762 automation pkwy,san jose,CA,95131,24413021,1998,,137088,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0683-0-00,1750 automation pkwy,san jose,CA,95131,24413022,1998,manufacturing/industrial plant,78336,80641,2021,in compliance,,743,1621.7,748.4,1627.5,11366810,215671.5182,,1145.5,,10311.1,,,,,,,,,,,,10311.1,127.86,
0685-0-00,1705 automation pkwy,san jose,CA,95131,24414014,2007,supermarket/grocery store,146843,146843,2021,in compliance,85,132.6,287.3,133,287.7,4213623,51559.4107,,273.9,,2432.8,,,,,,,,,,,,2432.8,16.57,
0686-0-00,2102 commerce dr,san jose,CA,95131,24415002,1979,office,35807,35807,2021,in compliance,83,26.1,69,26.4,69.1,248313,987.445854,,5.2,,86.6,,,,,908.4,,,,,,,995,27.79,
0687-0-00,2150 commerce dr,san jose,CA,95131,24415003,1990,manufacturing/industrial plant,61940,58833,2021,in compliance,,58.2,126.9,58.4,126.9,645862,12312.00071,,65.4,,,,,,,,,,,,,,769.7,13.08,
0688-0-00,2380 qume dr,san jose,CA,95131,24415009,1985,office,109500,111512,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0689-0-00,1980 lundy ave,san jose,CA,95131,24415012,1984,manufacturing/industrial plant,25140,25140,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0690-0-00,2222 qume dr,san jose,CA,95131,24415030,1990,manufacturing/industrial plant,81500,79685,2021,in compliance,,54.9,107.5,55.2,107.9,665835,21283.00019,,113,,,,,,,,,,,,,,2043.3,25.64,
0691-0-00,1870 lundy ave,san jose,CA,95131,24415022,2013,medical office,55968,56000,2021,pending revisions,100,13.1,15.8,13.6,16.4,19495.8,6969.132857,,37,,,,,,,,,,,,,,,,
0692-0-00,2201 qume dr,san jose,CA,95131,24415023,2019,manufacturing/industrial plant,63958,63958,2021,pending revisions,,64.7,160.4,65.1,160.8,991163.8,7789.466682,,41.4,,500.1,,,,,367.3,,,,,,,867.4,13.56,
0693-0-00,2350 qume dr,san jose,CA,95131,24415029,1990,manufacturing/industrial plant,327570,286915,2021,in compliance,,322.9,431.7,325.7,434.6,4452646,782516.0112,,4156.3,,,,,,,,,,,,,,12083.3,42.11,
0694-0-00,2205 fortune dr,san jose,CA,95131,24416014,1979,distribution center,31445,31430,2021,in compliance,37,46,115.7,47.4,117.1,354775,2788.790171,,14.8,,317.9,,,,,,,,,,,,317.9,10.11,
0695-0-00,2195 fortune dr,san jose,CA,95131,24416015,1983,office,34621,34621,2021,pending revisions,98,18.4,41,19.2,41.8,125555,2354.499939,,12.5,,64.1,,,,,591.4,,,,,,,655.5,18.93,
0696-0-00,2310 lundy ave,san jose,CA,95131,24416019,1980,manufacturing/industrial plant,30936,30938,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0698-0-00,2302 trade zone blvd,san jose,CA,95131,24416023,1984,office,64800,64800,2021,pending revisions,15,103.1,252,104.6,253,1198683,11391.00006,,60.5,,,,,,,,,,,,,,652.9,13.06,
0699-0-00,2185 fortune dr,san jose,CA,95131,24416031,1979,office,35045,35577,2021,in compliance,100,5.1,10.4,5.4,10.7,30057,893.3799552,,4.7,,9.3,,,,,354.6,,,,,,,363.9,10.23,
0700-0-00,2091 fortune dr,san jose,CA,95131,24417002,1983,,27120,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0703-0-00,2150 trade zone blvd,san jose,CA,95131,24417011,1984,office,34001,34592,2021,pending revisions,51,65.1,137.4,66.8,140.5,400904.6,9025.01475,,47.9,,,,,,,,,,,0,,,724.3,21.3,
0704-0-00,1931 fortune dr,san jose,CA,95131,24417013,1970,other,70460,71000,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0706-0-00,2130 trade zone blvd,san jose,CA,95131,24417015,1982,other,21538,21538,2021,in compliance,,22.3,62.6,22.3,62.6,141082.3,0,,0,,116.9,,,,,,,,,,,,116.9,5.43,
0707-0-00,2090 fortune dr,san jose,CA,95131,24418005,1996,office,71750,71750,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0708-0-00,2241 lundy ave,san jose,CA,95131,24418006,1979,,64620,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0709-0-00,2105 lundy ave,san jose,CA,95131,24418007,1983,,60428,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0710-0-00,2240 ringwood ave,san jose,CA,95131,24418011,1983,manufacturing/industrial plant,82500,82500,2021,in compliance,,203.7,550.6,205,552,4652438,10388.88686,,55.2,,,,,,,,,,,,,,27998.8,339.38,
0711-0-00,1710 fortune dr,san jose,CA,95131,24418012,1983,,86000,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0712-0-00,2180 fortune dr,san jose,CA,95131,24418015,1970,office,51814,56000,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0713-0-00,2391 qume dr,san jose,CA,95131,24418021,1970,manufacturing/industrial plant,40120,87000,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0714-0-00,2210 lundy ave,san jose,CA,95131,24418023,1982,office,35549,35549,2021,in compliance,30,61.6,161.7,61.3,160.3,571375.8,2293.480047,,12.2,,1087.7,,,,,,,,,,,,1087.7,30.6,
0715-0-00,2260 lundy ave,san jose,CA,95131,24418024,1979,,38500,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0716-0-00,2160 lundy ave,san jose,CA,95131,24418026,1980,other,47679,54524,2021,in compliance,,89.3,143.6,89.3,143.6,455119.2,33153.05207,,176.1,,1.8,,,,,23.2,,,,,,,25,0.46,
0717-0-00,2190 fortune dr,san jose,CA,95131,24418031,1980,,71589,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0718-0-00,1953 concourse dr,san jose,CA,95131,24418035,1984,other,110148,110148,2021,pending revisions,,6.6,16.1,6.7,16.2,169047.4,1572.187467,,8.4,,349.5,,2500.7,,,,,,,,,,2850.2,25.88,
0719-0-00,2030 fortune dr,san jose,CA,95131,24418037,1983,office,71750,72249,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0720-0-00,2244 blach pl,san jose,CA,95131,24418038,1982,office,87912,55000,2021,in compliance,62,55,119.9,55.8,120.8,572680.9,11145.3329,,59.2,,125.9,,,,,,,,,74.6,,,200.5,3.64,
0721-0-00,2010 fortune dr,san jose,CA,95131,24418039,2015,college/university,71067,72000,2021,in compliance,,16,32.3,16.1,32.5,187725.2,5170.9998,,27.5,,,,,,,,,,,,,,1089.9,15.14,
0722-0-00,2243 lundy ave,san jose,CA,95131,24418041,1997,,111459,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0723-0-00,1983 concourse dr,san jose,CA,95131,24418044,1983,,47903,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0724-0-00,1940 concourse dr,san jose,CA,95131,24419003,1980,non-refrigerated warehouse,56420,86364,2021,in compliance,,8.2,21.2,8.2,21.2,182738.4,836.5100225,,4.4,,463.5,,,,,1800.1,,,,,,,2263.7,26.21,
0726-0-00,1980 concourse dr,san jose,CA,95131,24419006,2004,office,84562,85000,2021,pending revisions,,46.4,129,46.5,129,1141948,540.3000214,,2.9,,,,,,,,,,,,,,,,
0727-0-00,2030 concourse dr,san jose,CA,95131,24419008,1979,manufacturing/industrial plant,71100,26744,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0728-0-00,2045 lundy ave,san jose,CA,95131,24419009,1981,office,62747,62747,2021,pending revisions,100,9.5,10,10.6,11.2,3035.7,6807.328959,,36.2,,75.3,,,,,1269.2,,,,,,,1344.5,20.68,
0729-0-00,1911/1949 lundy ave,san jose,CA,95131,24419012,1978,non-refrigerated warehouse,411382,260574,2021,in compliance,66,13.4,33.3,13.5,33.4,485563.4,3833.470135,,20.4,,,,,,,,,,,,,,931.6,6.18,
0730-0-00,1110 ringwood ct,san jose,CA,95131,24419054,1984,office,46040,46040,2021,pending revisions,,4,11.2,4,11.2,53992.1,,,0,,4,,,,,1747.2,,,,,,,1751.3,38.04,
0732-0-00,1140 ringwood ct,san jose,CA,95131,24419021,1984,,80472,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0733-0-00,1251 mckay dr,san jose,CA,95131,24419023,1984,office,50731,151247,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0734-0-00,2050 ringwood ave,san jose,CA,95131,24419035,1986,office,24175,24767,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0735-0-00,2060 ringwood ave,san jose,CA,95131,24419039,1989,manufacturing/industrial plant,24175,24175,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0736-0-00,2070 ringwood ave,san jose,CA,95131,24419040,1986,manufacturing/industrial plant,24483,24453,2021,pending revisions,,18.2,51,18.2,50.8,130102.6,,,0,,,,,,,,,,,,,,842.1,34.44,
0737-0-00,2040 -2060 corporate court,san jose,CA,95131,24419041,1990,non-refrigerated warehouse,131172,131172,2021,pending revisions,12,33.9,90.9,34.3,90.9,1207611,3738.169779,,19.9,,,,,,,,,,,,,,,,
0738-0-00,2044 concourse dr,san jose,CA,95131,24419042,1980,office,55000,57244,2021,in compliance,98,19.7,49.9,20.3,50.3,277880.2,2113.562402,,11.2,,1423.7,,,,,,,,,,,,1423.7,24.87,
0739-0-00,1865 lundy ave,san jose,CA,95131,24419043,1984,worship facility,55684,57063,2021,in compliance,73,15.2,42.6,15.2,42.6,254523.3,,,0,,,,,,,,,,,,,,271.9,4.77,
0740-0-00,1885 lundy ave,san jose,CA,95131,24419045,1984,office,55684,56500,2021,in compliance,74,55.5,130.5,55.6,130,677902.8,8283.099597,,44,,0,,,,,,,,,,,,333.6,5.9,
0741-0-00,1101 mckay dr,san jose,CA,95131,24419046,1981,manufacturing/industrial plant,47077,48000,2021,in compliance,,45.5,110.4,45.8,110.4,500845.6,4888.68806,,26,,,,,,,,,,,,,,1123.5,23.41,
0742-0-00,2040 ringwood ave,san jose,CA,95131,24419048,1986,,23800,,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0743-0-00,2000 ringwood ave,san jose,CA,95131,24419051,2013,manufacturing/industrial plant,124500,125660,2021,in compliance,,74.5,197.8,75.1,198,2507719,8766.322673,,46.6,,,,,,,1961.6,,,,,,,2725,21.69,
0744-0-00,1109 mckay dr,san jose,CA,95131,24419052,1990,,100516,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0745-0-00,1735 lundy ave,san jose,CA,95131,24420006,1990,,103420,,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0746-0-00,1710 ringwood ave,san jose,CA,95131,24420032,2006,other,21060,23626,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0747-0-00,1714 ringwood ave,san jose,CA,95131,24420033,1984,,30276,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0748-0-00,1718 ringwood ave,san jose,CA,95131,24420034,2003,laboratory,75299,54000,2021,in compliance,,118.9,284.2,120.8,285.6,1435410,16275.60799,,86.4,,,,,,,,,,,,,,151.9,2.81,
0749-0-00,1720 ringwood ave,san jose,CA,95131,24420035,1999,medical office,27428,27462,2021,in compliance,79,33.1,80.1,35.1,83,212342,2384.700249,,12.7,,,,,,,,,,,,,,140.6,5.12,
0750-0-00,1724 ringwood ave,san jose,CA,95131,24420036,1999,,30276,,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0751-0-00,1715 murphy ave,san jose,CA,95131,24420043,1992,multifamily housing,375998,390966,2021,in compliance,80,32.5,62.9,33.4,64.9,1958158,63626.9738,,338,,,,,,,,,,,,,,28747.8,73.53,14
0752-0-00,1782 oakland rd,san jose,CA,95131,24421039,1995,multifamily housing,226670,231576,2021,in compliance,97,27.4,56.4,28.1,58.2,1111522,27219.49929,,144.6,,,,,,,,,,,,,,21076,91.01,21
0753-0-00,1331 lakeshore cir,san jose,CA,95131,24421060,1989,multifamily housing,472614,472476,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0754-0-00,2031 ringwood ave,san jose,CA,95131,24422024,1980,manufacturing/industrial plant,86592,62000,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0755-0-00,1883 ringwood ave,san jose,CA,95131,24422027,1981,other,38951,40000,2021,in compliance,,13.2,33.3,13.5,33.5,129828.8,952.6005847,,5.1,,,,,,,,,,,,,,119.2,2.98,
0756-0-00,1941 ringwood ave,san jose,CA,95131,24422029,1985,office,56840,56840,2021,in compliance,100,17.7,43.6,17.7,43.6,238576,1921.630708,,10.2,,559,,,,,,,,,,,,559,9.84,
0757-0-00,1921 ringwood ave,san jose,CA,95131,24422031,1982,office,45296,45296,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0760-0-00,2071 ringwood ave,san jose,CA,95131,24422038,1981,non-refrigerated warehouse,183873,183873,2021,in compliance,66,9.6,26,9.6,26,492038.8,834.9679159,,4.4,,,,,,,,,,,,,,262.5,1.43,
0765-0-00,2261 ringwood ave,san jose,CA,95131,24423046,1980,retail store,112716,109276,2021,in compliance,85,13.6,34.8,14,35.1,373822,2553.999919,,13.6,,530,,,,,,,,,,,,530,4.85,
0767-0-00,2205 ringwood ave,san jose,CA,95131,24423048,1965,non-refrigerated warehouse,64752,64752,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0770-0-00,1525 atteberry ln,san jose,CA,95131,24423059,1984,manufacturing/industrial plant,43345,43345,2021,in compliance,,10.6,13.3,11.7,14.5,15539.3,4557.029889,,24.2,,,,,,,,,,,,,,504.9,11.65,
0771-0-00,2228 oakland rd,san jose,CA,95131,24423060,1984,manufacturing/industrial plant,30812,39000,2021,in compliance,,114.7,309.8,115.8,311,1236953,2966.000034,,15.8,,,,,,,,,,,,,,2186.6,56.07,
0772-0-00,2188 del franco st,san jose,CA,95131,24423064,1985,manufacturing/industrial plant,26398,26398,2021,in compliance,,36.6,99,37.2,99.6,267889.1,670.3541351,,3.6,,227.4,,416,,,,,,,,,,643.4,24.37,
0775-1-00,2144 oakland rd,san jose,CA,95131,24423069,2020,non-refrigerated warehouse,82900,82900,2021,exempt,,,,,,,,,,,963.6,,0.7,,,,,,,,,,964.4,11.63,
0776-0-00,2180 del franco st,san jose,CA,95131,24423075,1996,non-refrigerated warehouse,28046,20000,2021,pending revisions,100,,,0.9,1.8,2995.8,74.7956502,,0.4,,,,,,,,,,,,,,,,
0776-1-00,1700 montague expy,san jose,CA,95131,24424004,1968,,25820,,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0777-0-00,2371 ringwood ave,san jose,CA,95131,24424007,1982,worship facility,45880,45880,2021,in compliance,,4,9.3,4,9.4,39492.9,506.480003,,2.7,,,,,,,,,,,,,,,,
0778-0-00,1510 montague expy,san jose,CA,95131,24424010,1979,non-refrigerated warehouse,315630,315600,2021,in compliance,,13.7,32.6,14.7,34.3,998133.4,12406.56987,,65.9,,,,,,,,,,,,,,5576.3,17.67,
0779-0-00,2299 ringwood ave,san jose,CA,95131,24424012,1979,,22080,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0780-0-00,2271 ringwood ave,san jose,CA,95131,24424014,1979,manufacturing/industrial plant,21201,20655,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0781-0-00,2295 ringwood ave,san jose,CA,95131,24424016,2010,refrigerated warehouse,29159,14316,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0782-0-00,2277 ringwood ave,san jose,CA,95131,24424017,1980,distribution center,29120,29159,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0783-0-00,1701 lundy ave,san jose,CA,95131,24436008,1994,strip mall,46004,46313,2021,in compliance,,167.3,248,167.3,248,561198.7,58331.126,,309.8,,,,751.7,,,,,,,,,,751.7,16.23,
0784-0-00,1233 elm lake ct,san jose,CA,95131,24437009,1989,multifamily housing,81772,81772,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0785-0-00,1710 oakland rd,san jose,CA,95131,24437015,1980,strip mall,42640,76597,2021,in compliance,,247.1,489.3,245.9,486,2922842,88626.4097,,470.7,,,,,,,,,,,,,,8637.9,112.77,
0785-1-00,1879 lundy ave,san jose,CA,95131,24444063,2006,office,59000,56989,2021,pending revisions,99,15.9,44.4,15.7,44.1,572373.2,,,0,,,,,,,,,,,,,,416.7,3.36,
0786-0-00,1265 n capitol ave,san jose,CA,95132,24504078,1973,multifamily housing,153024,154152,2021,in compliance,45,56.8,85.6,57.7,87,671083.8,64830.0614,,344.3,,,,,,,,,,,,,,15696.2,103.31,2
0786-1-00,1167 n capitol ave,san jose,CA,95132,24505017,2018,other - public services,95623,90970,2021,in compliance,,200.2,291.9,202.8,294.7,1245184,142028.2772,,754.4,,,,,,,,,,,,,,5100.6,56.07,
0788-0-00,1628- 1698 hostetter road,san jose,CA,95131,24544010,1991,strip mall,74802,74637,2021,in compliance,,284.5,537.6,286.1,542.1,3021038,110458.7933,,586.7,,4430.4,,2961.4,,,,,,,,,,7391.8,99.04,
0789-0-00,890 n 1st st,san jose,CA,95112,24902073,1962,office,28526,28526,2021,in compliance,88,30.8,67.3,30.7,67,179395.6,3335.429667,,17.7,,248.1,,,,,,,,,,,,248.1,8.05,
0791-0-00,327 e taylor st,san jose,CA,95112,24907010,2000,multifamily housing,200372,244661,2021,in compliance,96,28.6,59.6,29.3,61.1,1242979,29250.74755,,155.4,,,,,,,,,,,,,,11168.6,45.65,38
0793-0-00,395 n 9th st,san jose,CA,95112,24907065,1925,distribution center,63898,59847,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0794-0-00,871 n 10th st,san jose,CA,95112,24908031,2010,multifamily housing,70042,69796,2021,in compliance,89,32.4,60.9,32.5,60.9,313272.9,11993.91057,,63.7,,,,,,,,,,,,,,6377.1,91.37,9
0795-0-00,817 n 10th st,san jose,CA,95112,24908032,2015,multifamily housing,136412,177408,2021,in compliance,72,41.1,85.7,41.2,85.9,1059138,25003.02993,,132.8,,,,,,,,,,,,,,6373.1,42.94,47
0797-0-00,415 e taylor st,san jose,CA,95112,24909012,2018,multifamily housing,342722,445687,2021,in compliance,99,23.1,48.4,23.2,48.5,1801018,42090.1801,,223.6,,10443,,6043.4,,,,,,,,,,16491.6,37,41
0799-0-00,750 n 23rd st,san jose,CA,95112,24920008,1961,multifamily housing,40796,41900,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0800-0-00,710 n 23rd st,san jose,CA,95112,24920010,1962,multifamily housing,23659,23659,2021,in compliance,84,38.3,68.7,38.4,68.9,116985.3,5421.25014,,28.8,,,,,,,,,,,,,,2194.8,89.62,13
0801-0-00,350 e taylor st,san jose,CA,95112,24937007,2002,multifamily housing,278073,284415,2021,in compliance,87,24.4,66,24.4,66,1920922,3875.92006,,20.6,,,,,,,,,,,,,,9549.1,33.57,72
0802-0-00,688 n 7th st,san jose,CA,95112,24937011,2015,multifamily housing,92391,131060,2021,in compliance,99,24.5,50.8,24.5,50.8,551063.3,13261.04979,,70.4,,,,,,,,,,,,,,4033.3,30.77,65
0803-0-00,525 n 7th st,san jose,CA,95112,24938042,2022,multifamily housing,84334,113080,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0804-0-00,520-566  n. 6th st,san jose,CA,95112,24938051,1999,multifamily housing,86230,125153,2021,in compliance,95,16.5,46.3,16.7,46.9,614330,,,0,,,,,,,,,,,,,,1926.8,15.4,97
0805-0-00,690 n 5th st,san jose,CA,95112,24939038,1976,multifamily housing,59263,77214,2021,in compliance,88,41.5,86.2,42.5,89.1,574409.7,13240.22043,,70.3,,,,,,,,,,,,,,5626.4,72.87,37
0805-1-00,680 n 6th st,san jose,CA,95112,24939043,2022,multifamily housing,432062,840146,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0805-2-00,620 n 6th st,san jose,CA,95112,24939046,2022,multifamily housing,384916,436000,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0806-0-00,460 n 1st st,san jose,CA,95112,24943064,1907,,23000,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0807-0-00,390 n 2nd st,san jose,CA,95112,24944094,1975,multifamily housing,26146,27610,2021,pending revisions,,4.9,13.6,4.9,13.6,39415.7,,,0,,,,,,,,,,,,,,1277.6,46.27,
0808-0-00,488 n 6th st,san jose,CA,95112,24947047,2002,multifamily housing,56100,55786,2021,in compliance,79,38.9,84.1,39,84.2,403860.3,7986.76001,,42.4,,,,,,,,,,,,,,4544.6,81.46,28
0809-0-00,463 wooster ave,san jose,CA,95116,24964025,1972,multifamily housing,116044,118188,2021,in compliance,66,48.8,88.9,49.1,89.2,745989.7,32584.42852,,173.1,,,,,,,,,,,,,,16919.8,143.16,4
0813-0-00,399 east ct,san jose,CA,95116,24965100,2002,multifamily housing,50704,100000,2021,in compliance,92,17.5,38.7,17.8,39.4,347260.5,5914.1612,,31.4,,,,,,,,,,,,,,5343.9,53.44,2
0814-0-00,1319 tripp ave,san jose,CA,95116,24966053,1962,multifamily housing,33021,34356,2021,pending revisions,,27.9,33.6,27.9,33.6,24458,8759.645059,,46.5,,,,,,,,,,,,,,2959.2,86.13,
0833-0-00,520 marburg way,san jose,CA,95133,25403010,1976,manufacturing/industrial plant,86341,105000,2021,in compliance,,8.6,23.1,8.9,23.7,252364.8,756.0100213,,4,,,,,,,,,,,,,,388.7,3.7,
0835-0-00,1777 newbury park dr,san jose,CA,95133,25404102,2011,multifamily housing,105678,141942,2021,in compliance,91,29.4,54.7,30.1,56.5,591231.8,22580.25008,,119.9,,,,,,,,,,,,,,7226.9,50.91,36
0836-0-00,678 n king rd,san jose,CA,95133,25404106,2012,multifamily housing,71946,171399,2021,in compliance,83,34.1,65.5,34.3,65.6,518778.2,18113.00051,,96.2,,,,,,,,,,,,,,6920,66.22,29
0837-0-00,1700 newbury park dr,san jose,CA,95133,25404108,2016,multifamily housing,188536,200196,2021,in compliance,,43.8,91.3,44.1,92.1,1594169,37447.66061,,198.9,,,,,,,,,,,,,,9126.6,43.85,54
0837-1-00,1772 educational park dr,san jose,CA,95133,25405050,2010,library,18000,18000,2021,in compliance,,57.4,116.7,58.2,117.6,170319.6,4664.966621,,24.8,,109.6,,381,,,,,,,,,,490.6,27.25,
0838-0-00,2335 mckee rd,san jose,CA,95116,25407054,1971,,27651,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0839-0-00,2323 mckee rd,san jose,CA,95116,25407064,1970,,108362,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0841-0-00,1745 mckee rd,san jose,CA,95116,25409012,1954,multifamily housing,23349,22790,2021,in compliance,100,29.5,33,29.7,33.2,7745,6496.6,1.8,34.5,36.3,,2895.5,,,,,,,,,,,2895.5,127.05,6
0842-0-00,303 checkers dr,san jose,CA,95133,25409133,1969,multifamily housing,644038,644038,2021,in compliance,,35.5,54.5,36.3,55.4,1863790,169935.8828,,902.6,,,,,,,,,,,,,,49354.6,76.63,45
0844-0-00,1609 mckee rd,san jose,CA,95116,25411083,1956,strip mall,20268,32898,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0845-0-00,433 n 33rd st,san jose,CA,95133,25412004,1957,multifamily housing,52570,11948,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0852-0-00,1710 berryessa rd,san jose,CA,95133,25414108,1986,retail store,20468,20474,2021,in compliance,,219.2,378.4,221.4,384.4,521820.6,27576.68004,,146.5,,,,,,,,,,,,,,2033.7,99.2,
0853-0-00,941 lundy ave,san jose,CA,95133,25414119,2003,multifamily housing,61268,85169,2021,in compliance,89,36.9,59.8,37,59.7,297135.8,21401.04005,,113.7,,,,,,,,,,,,,,5769.2,67.74,25
0853-1-00,965 lundy ave,san jose,CA,95133,25414117,1999,multifamily housing,11240,11240,2021,in compliance,100,27.3,57.4,27.7,57.9,54216,1265,12.7,6.7,19.4,,731.4,,,,,,,,,,,731.4,65.07,67
0856-0-00,899 n king rd,san jose,CA,95133,25417096,2001,multifamily housing,72657,78434,2021,in compliance,91,31.3,61.4,31.8,62.5,383277.7,11827.58031,,62.8,,,,,,,,,,,,,,8544.2,108.94,6
0857-0-00,750 n king rd,san jose,CA,95133,25419041,1987,multifamily housing,121304,127323,2021,in compliance,71,45.5,84.2,46.5,86.2,766969.1,30901.80702,,164.1,,,,,,,,,,,,,,13999.1,114.08,4
0858-0-00,632 n jackson ave,san jose,CA,95133,25431037,1969,multifamily housing,177234,177234,2021,in compliance,100,14.6,22.5,14.8,22.6,210911.4,19036.62928,,101.1,,,,,,,,,,,,,,12406.4,70,7
