SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0335-0-01,1120 coleman av,san jose,CA,95110,23046040,2022,fire station,16825,16825,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0335-1-00,1161 coleman ave,san jose,CA,95110,23046090,2020,social/meeting hall,22889,22889,2022,in compliance,66,35.6,99.7,35.6,99.7,238833,,,0,,169.5,,,,,,,,,,,,169.5,7.4,
0335-1-01,1167 coleman ave,san jose,CA,95110,23046090,2020,office,163272,163272,2022,in compliance,100,4.6,12.3,4.6,12.3,203961.2,620.7041312,,3.3,,390.6,,,,,,,,,,,,390.6,2.39,
0335-1-02,1173 coleman ave,san jose,CA,95110,23046090,2020,office,194790,194790,2022,in compliance,91,33.3,82.4,34.4,83.5,1547600,14164.86469,,75.2,,339.2,,,,,,,,,,,,339.2,1.74,
0335-2-00,1170 wondo way,san jose,CA,95110,23046091,2019,parking,499701,499701,2022,in compliance,,1.9,5.4,1.9,5.4,236332,,,0,,,,,,,,,,,,,0.7,0.7,0,
0335-3-00,1146 wondo way,san jose,CA,95110,23046092,2019,,131225,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0335-4-00,2021 the alameda,san jose,CA,95126-1110,23052002,1984,office,40388,40324,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0335-5-00,1130 wondo wy,san jose,CA,95110,23046093,2022,hotel,115392,115392,2022,pending revisions,,,,,,,,0,0,0,,,,,,,,,,,,,,,
0336-0-00,750 newhall dr,san jose,CA,95110,23057001,2021,retail store,139410,139410,2022,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0337-0-00,610 newhall dr,san jose,CA,95110,23057004,2012,fitness center/health club/gym,44740,45000,2022,in compliance,,73.4,174,73.4,174,730163,8122.128212,,43.1,,487.7,,,,,,,,,,,,487.7,10.84,
0338-0-00,1143 coleman ave,san jose,CA,95110,23058003,2017,office,168893,162557,2022,in compliance,,5.5,15.3,5.5,15.3,259328,140.0000094,,0.7,,,,,,,,,,,,,,14.3,0.09,
0338-1-00,1155 coleman ave,san jose,CA,95110,23058004,2017,office,194549,194549,2022,in compliance,94,22,57.3,22.7,58,1113323,6144.999846,,32.6,,,,,,,,,,,,,,1721.4,8.85,
0338-2-00,1199 coleman ave,san jose,CA,95110,23061002,2021,office,657934,657934,2022,in compliance,,,,,,,,,,,,,,,,,,,,,,,,,
0341-0-00,1788 n 1st st,san jose,CA,95112,23501031,2000,bar/nightclub,67836,67836,2022,in compliance,,155.4,285.9,160.2,290.9,1376609,60381.7399,,320.7,,5645.5,,265.6,,,,,,,,,,5911.1,88.23,
0342-0-01,1732 n 1st st,san jose,CA,95112,23501036,1998,parking,331348,331348,2022,in compliance,,59.9,130.1,60.4,129.1,3649083,75525.49049,,401.2,,2050.9,,,,,,,,,,,,4455.2,13.45,
0343-0-00,1560 n 1st st,san jose,CA,95112,23502014,1998,hotel,67488,67488,2022,in compliance,75,41.9,93.2,40.8,90,429881,7555,100.5,40.1,140.6,4670,,,,,,,,,,,,4670,85.78,
0347-0-00,1440 n 1st st,san jose,CA,95112,23502032,1961,,32170,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0349-0-00,101 e gish rd,san jose,CA,95112,23503002,2000,hotel,52592,95056,2022,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0350-0-00,1471 n 4th st,san jose,CA,95112,23503003,2000,hotel,112218,94231,2022,pending revisions,,,,,,,,,,,,,,,,,,,,,,,,,
0351-0-00,1536 kerley dr,san jose,CA,95112,23503004,2000,multifamily housing,41156,61593,2022,in compliance,,35.9,78.9,36,79.1,426166.1,7614.50978,,40.4,,,,,,,,,,,,,,2943.6,47.79,
0353-0-00,1441 n 4th st,san jose,CA,95112,23503013,1957,bowling alley,31450,38000,2022,in compliance,,54.4,115.6,54.4,115.6,371876.6,7991.590336,,42.4,,,,,,,,,,,,,,435.3,11.45,
0354-0-00,1460 n 4th st,san jose,CA,95112,23504005,2012,multifamily housing,88275,88275,2022,in compliance,98,27.1,43.5,27.4,43.9,222796,16623.2,53.9,88.3,142.2,18268,,772.7,,,,,,,,,,19040.7,215.7,1
0359-0-00,1350 n 1st st,san jose,CA,95112,23505041,1974,hotel,202454,202454,2022,in compliance,83,62.4,123.1,59.3,115.8,1280854,40919.03772,,217.3,,,,,,,,,,,,,,6425,45.01,
0361-0-00,1310 n 1st st,san jose,CA,95112,23505011,1959,,22238,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0362-0-00,1275 n 4th st,san jose,CA,95112,23505017,2000,senior living community,38469,40000,2022,in compliance,100,4.7,12.5,4.7,12.5,50341.1,165.7645139,,0.9,,,,,,,,,,,,,,396.7,9.92,
0369-0-00,30 e rosemary st,san jose,CA,95112,23505038,2013,multifamily housing,63512,84188,2022,in compliance,79,31.7,60.8,31.6,60.6,386503.8,13408.1062,,71.2,,,,,,,,,,,,,,4089.3,48.57,36
0370-0-00,60 e rosemary st,san jose,CA,95112,23505039,2013,multifamily housing,156093,221409,2022,in compliance,61,25.8,51.3,26.1,51.4,890586.6,27356.52359,,145.3,,,,,,,,,,,,,,13615.8,61.5,1
0371-0-00,1150 n 1st st,san jose,CA,95112,23506042,1983,office,37335,33752,2022,in compliance,85,,,34.1,52.2,193554.8,4921.500105,,26.1,,,,,,,,,,,,,,1161.4,34.41,
0372-0-00,990 n 1st st,san jose,CA,95112,23508001,1964,office,20708,21244,2022,in compliance,19,108.1,223.8,108.1,223.8,392084.3,9595.61677,,51,,1489.2,,,,,,,,,,,,1489.2,70.1,
0372-1-00,1036 n 4th st,san jose,CA,95112,23509021,1985,hotel,31659,46409,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0393-0-00,1080 n 7th st,san jose,CA,95112,23515041,1960,non-refrigerated warehouse,27441,27441,2022,in compliance,,117.2,289.5,119.9,292.3,765061.2,6790.5,,36.1,,,,,,,,,,,,,,1123,40.92,
0397-0-00,35 e gish rd,san jose,CA,95112,23520003,2009,multifamily housing,28564,37494,2022,in compliance,1,93.3,206.8,95.1,208.7,513332.1,9283.85044,,49.3,,,,,,,,,,,,,,1493.4,53.01,72
0398-0-00,2350 harris way,san jose,CA,95131,23701035,1980,other,49662,49662,2022,in compliance,,13.4,17.9,14.1,18.1,27505.9,6053.09993,,32.2,,,,,,,,,,,,,,298.5,6.01,
0399-0-00,2345 harris way,san jose,CA,95131,23701043,1979,worship facility,70106,70106,2022,in compliance,51,9.9,25.3,10.2,25.6,175343,1136.5,41,6,47,,664,,,,,,,,,,,664,9.47,
0400-0-00,2219 oakland rd,san jose,CA,95131,23701044,1984,mixed use property,138366,138366,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0401-0-00,2390 harris way,san jose,CA,95131,23701051,2003,hotel,21485,21485,2022,in compliance,97,36.2,68.5,36.2,68.5,109716.3,4034.1715,,21.4,,,,,,,,,,,,,,1910,88.9,
0402-0-00,2355 oakland rd,san jose,CA,95131,23701055,2016,worship facility,43204,43204,2022,in compliance,97,9.9,24.4,10.1,24.7,101701,893.320048,,4.7,,,,,,,,,,,,,,298.5,6.91,
0403-0-00,2305 paragon dr,san jose,CA,95131,23702040,1980,non-refrigerated warehouse,26880,28000,2022,in compliance,99,9.9,27.7,9.9,27.7,81167.8,8.594700047,,0,,,,,,,,,,,,,,253.1,9.04,
0404-0-00,2281 paragon dr,san jose,CA,95131,23702041,1972,office,35760,34975,2022,in compliance,93,22.1,42,23.6,43.7,110392.3,4501.249593,,23.9,,,,,,,,,,,,,,336.7,9.63,
0405-0-00,2233 paragon dr,san jose,CA,95131,23702062,1974,,27570,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0406-0-00,832 charcot ave,san jose,CA,95131,23702064,1974,non-refrigerated warehouse,118774,118858,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0407-0-00,2149 paragon dr,san jose,CA,95131,23702066,1994,performing arts,22272,22130,2022,in compliance,,24,43.8,25.9,45.7,68794,3378.18972,,17.9,,118.3,,,,,,,,,,,,118.3,5.35,
0409-0-00,2240 paragon dr,san jose,CA,95131,23702072,1977,manufacturing/industrial plant,20710,20710,2022,pending revisions,,12,31.1,12.2,30.8,62432.3,395.000024,,2.1,,211.7,,,,,,,,,,,,211.7,10.22,
0410-0-00,2101 otoole ave,san jose,CA,95131,23702074,1978,,24000,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0411-0-00,2095 otoole ave,san jose,CA,95131,23702075,1978,manufacturing/industrial plant,24600,25620,2022,in compliance,,91.5,238,90.5,232,588083.3,3107.965376,,16.5,,,,,,,,,,,,,,498.6,19.46,
0412-0-00,2245 paragon dr,san jose,CA,95131,23702079,1994,performing arts,24000,2400,2022,in compliance,,71.9,154.4,78.4,161.2,31700.4,800.7599949,,4.3,,9,,,,,,,,,,,,9,3.74,
0413-0-00,2250 paragon dr,san jose,CA,95131,23702081,1978,other,22564,22050,2022,pending revisions,,10.3,28.9,10.3,28.9,66716.2,,,0,,,,,,,,,,,,,,102.1,4.63,
0415-0-00,2033 otoole ave,san jose,CA,95131,23702084,1980,non-refrigerated warehouse,164250,164089,2022,in compliance,,49.9,131.7,50.8,132.6,2179038,8940.830043,,47.5,,,,,,,,,,,,,,2214.8,13.5,
0418-0-00,880 ridder park dr,san jose,CA,95131,23703026,1997,office,83841,83841,2022,in compliance,72,62.8,127.5,63,126.1,842462.1,24072.43801,,127.9,,1998.1,,,,,,,,,,,,1998.1,23.83,
0419-0-00,1355 ridder park dr,san jose,CA,95131,23703036,1984,other - education,34592,32000,2022,in compliance,,22.4,49.5,22.5,47.1,126019.3,2899.261985,,15.4,,,,,,,796.6,,,,,,,839.9,26.25,
0420-0-00,1797 fox dr,san jose,CA,95131,23703049,1990,office,49782,50972,2022,in compliance,88,32.2,78.2,33.1,78.2,371075.6,4205.1,86.8,22.3,109.1,,1047.3,,,,,,,,,,,1047.3,20.55,
0421-0-00,880 fox ln,san jose,CA,95131,23703057,1990,office,85891,90374,2022,in compliance,1,204.9,558,201.4,547.7,5088625,8384.71021,,44.5,,,,,,,,,,,,,,8.3,0.09,
0422-0-00,1330 ridder park dr,san jose,CA,95131,23703059,1984,office,51959,33500,2022,in compliance,93,21.2,54.2,21.2,54.2,179736.5,954.319986,,5.1,,95.1,,,,,,,,,,,,95.1,2.84,
0422-1-00,1799 oakland rd,san jose,CA,95131,23703064,2022,self-storage facility,53216,53087,2022,in compliance,,4.5,12,4.6,12,89111.5,328.4899718,,1.7,,294.7,,,,,,,,,,,,435.3,5.9,
0423-0-00,1001 ridder park dr,san jose,CA,95131,23703068,2014,office,124592,125000,2022,in compliance,85,35.7,96.9,34.4,92.8,1184750,2622.458281,,13.9,,2654.1,,,,,,,,,,,,2654.1,21.23,
0424-0-00,1310 ridder park dr,san jose,CA,95131,23703071,2001,office,215225,275659,2022,pending revisions,,,,,,,,,,,,,,,,,,,,,,,,,
0425-0-00,1321 ridder park dr,san jose,CA,95131,23703075,1984,office,35230,36030,2022,in compliance,,68,162.1,69.2,162.1,539424.8,6536.806397,,34.7,,,,,,,,,,,,,,1356.8,37.66,
0426-0-00,1730 fox dr,san jose,CA,95131,23703076,1989,office,79508,77483,2022,pending revisions,,,,,,,,,,,,,,,,,,,,,,,,,
0427-0-00,1781 fox dr,san jose,CA,95131,23703077,1990,office,25695,26381,2022,in compliance,78,38.9,89.3,39.9,89,208197.4,3415.6,48.7,18.1,66.8,,874.8,,,,,,,,,,,874.8,33.16,
0428-0-00,1745 fox dr,san jose,CA,95131,23703078,1984,office,64983,65000,2022,in compliance,100,2.6,7.4,2.6,7.4,50084,0.9999999,,0,,18.1,,,,,,,,,,,,18.1,0.28,
0429-0-00,1733 fox dr,san jose,CA,95131,23703079,2014,office,50900,49024,2022,in compliance,1,403,1111.2,403,1111.2,5649570,4800.942592,,25.5,,2255,,,,,,,,,,,,2255,46,
0430-0-00,1028 e brokaw rd,san jose,CA,95131,23703080,2016,,96100,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0431-0-00,1058 e brokaw rd,san jose,CA,95131,23703081,1998,,130054,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0437-0-00,1560 berger dr,san jose,CA,95112,23704071,1987,mixed use property,37805,75610,2022,in compliance,,12.2,20.9,13.7,22.4,50813.5,3456.844051,,18.4,,252,,,,,,,,,,,,252,6.66,
0438-0-00,725 ridder park dr,san jose,CA,95131,23705055,2009,retail store,25004,25010,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0439-0-00,775 ridder park dr,san jose,CA,95131,23705061,2008,wholesale club/supercenter,138140,138140,2022,in compliance,23,68.4,177.8,70.5,180,2078295,11700.10166,,62.1,,4380.4,,,,,,,,,,,,4380.4,37.4,
0444-0-00,702 e gish rd,san jose,CA,95112,23706067,1972,distribution center,20518,20518,2022,in compliance,51,11.3,26.5,11.9,26.7,49053.2,763.5199874,,4.1,,,,,,,,,,,,,,481.7,23.48,
0459-0-00,1920 zanker rd,san jose,CA,95112,23709104,1984,office,28712,30165,2022,in compliance,31,55.6,146.7,56.4,147.5,445994.2,1807.200047,,9.6,,,,,,,,,,,,,,1123.4,37.24,
0460-0-00,1940 zanker rd,san jose,CA,95112,23709105,1984,office,30018,30018,2022,in compliance,2,111,297.2,111.3,296,900161.5,2709.677505,,14.4,,,,,,,,,,,,,,371.4,12.37,
0461-0-00,1960 zanker rd,san jose,CA,95112,23709106,1984,office,30836,33262,2022,in compliance,70,36.8,84.4,36.8,84.4,255047.6,3538.13353,,18.8,,,,,,,,,,,,,,640.1,19.24,
0462-0-00,1982 zanker rd,san jose,CA,95112,23709107,1984,office,30836,32709,2022,in compliance,69,51.8,137.5,52.4,138.1,455287.9,1594.993445,,8.5,,39,,609,,,,,,,,,,647.9,19.81,
0479-0-00,2216 otoole ave,san jose,CA,95131,23710238,1984,manufacturing/industrial plant,51377,50574,2022,in compliance,,8.8,21.1,8.8,21.1,100485.3,1012.099901,,5.4,,,,,,,,,,,,,,1494.5,29.55,
0480-0-00,2210 otoole ave,san jose,CA,95131,23710239,1976,office,53594,53524,2022,in compliance,80,35.5,91.4,35.4,89.6,469782.7,2936.034382,,15.6,,,,,,,,,,,,,,497.6,9.3,
0481-0-00,1010 rincon cir,san jose,CA,95131,23710252,1984,,87748,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0482-0-00,1060 rincon cir,san jose,CA,95131,23710253,1984,office,62053,62053,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0483-0-00,2075 zanker rd,san jose,CA,95131,23711053,1981,,56534,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0484-0-00,2043 zanker rd,san jose,CA,95131,23711054,1977,distribution center,28690,58408,2022,in compliance,,26,72.6,26,72.6,217620.4,42.04000031,,0.2,,25.6,,,,,828.2,,,,,,,853.8,29.76,
0485-0-00,271 e brokaw rd,san jose,CA,95112,23711055,1977,non-refrigerated warehouse,22344,22332,2022,in compliance,,12.2,24,13.2,25.1,41913.2,1523.299928,,8.1,,35,,,,,515.6,,,,,,,550.6,24.66,
0486-0-00,255 e brokaw rd,san jose,CA,95112,23711056,1977,non-refrigerated warehouse,20640,20640,2022,in compliance,,37.7,86.2,39.5,88.1,161351,2643.480225,,14,,653.1,,,,,,,,,,,,653.1,31.64,
0487-0-00,111 e brokaw rd,san jose,CA,95112,23711058,1983,non-refrigerated warehouse,26730,26730,2022,in compliance,91,13.6,26.9,14.6,28,56621.1,1967.940054,,10.5,,,,,,,,,,,,,,699.8,26.18,
0488-0-00,2032 bering dr,san jose,CA,95131,23711059,1978,manufacturing/industrial plant,25440,90480,2022,in compliance,,6.8,18.5,6.6,17.9,166030.1,347.2799812,,1.8,,52349.7,,,,,,,,,,,,52349.7,578.58,
0488-1-00,2046 bering drive,san jose,CA,95131,23711059,1978,,25440,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0489-0-00,2140 bering dr,san jose,CA,95131,23711066,1979,,42482,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0490-0-00,150 charcot ave,san jose,CA,95131,23711069,1979,,41905,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0491-0-00,2191 zanker rd,san jose,CA,95131,23711070,1979,,46305,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0492-0-00,2180 bering dr,san jose,CA,95131,23711071,1979,,35125,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0493-0-00,2124 bering dr,san jose,CA,95131,23711072,2011,distribution center,62054,62054,2022,in compliance,60,28,60.2,29.7,62,320049.9,7470.135291,,39.7,,170.3,,,,,,,,,,,,170.3,2.75,
0494-0-00,2121 zanker rd,san jose,CA,95131,23711074,1977,laboratory,34000,42000,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0501-0-00,1585 schallenberger rd,san jose,CA,95131,23714085,1980,non-refrigerated warehouse,20536,20536,2022,in compliance,98,14.4,40.3,14.4,40.3,86695.8,,,0,,,,,,,,,,,,,,595.2,28.98,
0502-0-00,871 fox ln,san jose,CA,95131,23715188,1990,manufacturing/industrial plant,135634,133288,2022,in compliance,,89.5,237.9,88,233.8,3156562,9610.5,738,51,789.1,,2669.7,,,,,,,,,,,2669.7,20.03,
0503-0-00,801 fox ln,san jose,CA,95131,23715189,1990,office,90145,87403,2022,in compliance,3,157.1,418,159.2,420.3,3704177,12792.2,866.1,67.9,934,,1813.2,,,,,,,,,,,1813.2,20.75,
0504-0-00,988 rock ave,san jose,CA,95131,23715192,2000,manufacturing/industrial plant,71958,71294,2022,in compliance,,93.1,253.1,91.6,247.5,1806462,3665.3,422.4,19.5,441.8,,589.3,,,,,,,,,,,589.3,8.27,
0505-0-00,1000 rock ave,san jose,CA,95131,23715193,1999,,22062,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0506-0-00,1020 rock ave,san jose,CA,95131,23715194,1999,manufacturing/industrial plant,22062,22060,2022,in compliance,,38.5,71.6,41.8,75,115058.3,5291.418996,,28.1,,91.4,,99,,,,,,,,,,190.5,8.63,
0507-0-00,900 rock ave,san jose,CA,95131,23715195,1989,manufacturing/industrial plant,32514,40000,2022,in compliance,,80.9,226.6,80.9,226.6,948906,,,0,,,,,,,,,,,,,203.6,255.7,6.39,
0508-0-00,926 rock ave,san jose,CA,95131,23715196,2001,office,46430,45781,2022,in compliance,1,157.7,429.6,156.1,422.6,1983833,3769.645089,,20,,,,,,,,,,,,,,1.2,0.03,
0509-0-00,980 rock ave,san jose,CA,95131,23715197,2001,office,83500,82962,2022,in compliance,21,93.4,255.6,91.5,249.5,2132730,3115.516327,,16.5,,,,,,,,,,,,,,1.5,0.02,
0514-0-00,1841 zanker rd,san jose,CA,95112,23716060,2008,office,44640,44640,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0515-0-00,1800 bering dr,san jose,CA,95112,23716061,2008,office,31415,30011,2022,pending revisions,,,,,,,,,0,,,,,,,,,,,,,,,,
0516-0-00,1828 bering dr,san jose,CA,95112,23716062,2008,manufacturing/industrial plant,42982,44124,2022,in compliance,,12.9,36.2,12.9,36.2,167238,,40.5,0,40.5,,2002.5,,,,,,,,,,,2002.5,45.38,
0517-0-00,214-216 devcon dr,san jose,CA,95112,23716063,1980,office,45924,45924,2022,in compliance,99,9.7,24.6,9.7,24.6,110425.9,704.1,26.7,3.7,30.5,,361.3,,,,,,,,,,,361.3,7.87,
0518-0-00,1602 crane ct,san jose,CA,95112,23716066,1990,hotel,81384,98268,2022,in compliance,95,47.8,93.6,47.1,91.7,694644.8,22573.66558,,119.9,,,,,,,,,,,,,,765947.7,7794.48,
0522-0-00,97 e brokaw rd,san jose,CA,95112,23717092,1981,office,55903,59859,2022,in compliance,66,57.6,141,58.7,142.2,807640.5,7576.655341,,40.2,,1044.3,,,,,,,,,,,,1044.3,17.45,
0523-0-00,2081 bering dr,san jose,CA,95131,23717101,1977,office,26994,26994,2022,in compliance,99,12,29.8,12.3,30.1,77733.1,676.0800216,,3.6,,,,,,,,,,,,,,518,19.19,
0524-0-00,2075 bering dr,san jose,CA,95131,23717102,1978,other,40752,40752,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0525-0-00,118 charcot ave,san jose,CA,95131,23717123,1979,office,25393,20658,2022,in compliance,100,8.4,15.4,9.1,16.1,22701.9,1106.290105,,5.9,,,,,,,,,,,,,,141.6,6.85,
0526-0-00,138 charcot ave,san jose,CA,95131,23717124,1978,office,24638,24679,2022,in compliance,66,33.2,87.2,33.8,87.8,216155.3,967.6300221,,5.1,,,,,,,,,,,,,,680.4,27.57,
0527-0-00,2290 n 1st st,san jose,CA,95131,23717142,1984,office,76606,74105,2022,in compliance,81,75.8,152,76.6,152.9,853848.7,24785.8,206.7,131.6,338.3,1045,,,,,,,,,,,,1045,14.85,
0528-0-00,2010 n 1st st,san jose,CA,95131,23717155,1980,office,82890,85357,2022,in compliance,85,50.8,108.8,51.8,109.9,793165.6,17176.68727,,91.2,,1892.6,,,,,,,,,,,,1892.6,22.17,
0529-0-00,2151 bering dr,san jose,CA,95131,23717156,1979,other,21102,21102,2022,in compliance,,2.6,5.9,2.7,6,11302.6,183.5099956,,1,,419.7,,,,,,,,,,,,419.7,19.89,
0531-0-00,55 e brokaw rd,san jose,CA,95112,23717168,2000,hotel,67168,67153,2022,in compliance,66,46,102.2,44.6,98.2,468909,8265.00018,,43.9,,5072,,,,,,,,,,,,5072,93.17,
0531-1-00,2088 n 1st st,san jose,CA,95131,23717174,2020,hotel,96879,96879,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0531-2-00,2080 n 1st st,san jose,CA,95131-2003,23717175,2020,hotel,88363,80000,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0537-0-00,504 dado st,san jose,CA,95131,23718053,1977,manufacturing/industrial plant,121400,45465,2022,in compliance,,0.2,0.6,0.2,0.6,2770.5,,,0,,10.3,,,,,,,,,,,,10.3,0.23,
0538-0-00,590 brennan st,san jose,CA,95131,23718060,1982,,109400,,2022,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0542-0-00,587 charcot avenue,san jose,CA,95131,23718082,1971,distribution center,103782,103782,2022,in compliance,1,83.2,159.6,83.2,159.6,1255455,43470,293.5,230.9,524.4,,684.5,,,,,,,,,,,684.5,6.6,
0543-0-00,559 charcot ave,san jose,CA,95131,23718083,1977,non-refrigerated warehouse,53332,54000,2022,in compliance,76,15.8,43.7,15.8,43.7,245651.6,146.5517214,,0.8,,,,,,,,,,,,,,600,11.11,
0544-0-00,555 charcot ave,san jose,CA,95131,23718084,1971,distribution center,89000,89039,2022,in compliance,1,96.9,186,96.9,186,1255455,43470,,230.9,,,,,,,,,,,,,,263.3,2.96,
0547-0-00,2320 kruse dr,san jose,CA,95131,23718088,1980,strip mall,38342,24867,2022,in compliance,,24.7,64,25.1,63.8,155903.1,931.0399877,,4.9,,,,,,,,,,,,,,1341.3,53.94,
0548-0-00,2460 kruse dr,san jose,CA,95131,23718091,1979,office,29737,29737,2022,in compliance,15,44.8,123,45,123.2,378115.9,482.3700113,,2.6,,,,,,,,,,,,,,1089.9,36.65,
0554-0-00,2149 otoole ave,san jose,CA,95131,23719031,1984,office,122320,122212,2022,in compliance,,25.1,69.5,25.3,69.6,882982.8,784.7699693,,4.2,,1064.1,,,,,,,,,,,,1064.1,8.7,
0557-0-00,780 montague expy,san jose,CA,95131,23719053,1982,office,91867,95317,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0560-0-00,568 charcot ave,san jose,CA,95131,23720053,1974,manufacturing/industrial plant,81629,20880,2022,in compliance,,12,32.7,12,32.8,274896.9,453.9,66.5,2.4,68.9,,372.5,,,,,,,,,,,372.5,4.56,
0561-0-00,602 charcot ave,san jose,CA,95131,23720073,1980,manufacturing/industrial plant,22482,22482,2022,in compliance,,75.6,201.9,76.5,202.8,461239,1462.599803,,7.8,,,,,,,,,,,,,,455.5,20.26,
0562-0-00,1960 hartog dr,san jose,CA,95131,23720104,1976,office,40320,40320,2022,in compliance,31,105.5,143.3,105.5,143.3,219438.3,35067.84109,,186.3,,,,,,,,,,,,,,1103.4,27.37,
0564-0-00,1923 hartog dr,san jose,CA,95131,23720110,1977,distribution center,62508,62401,2022,in compliance,76,13.6,32.6,14.1,33,190527.5,2291.69984,,12.2,,,,,,,,,,,,,,875.5,14.03,
0565-0-00,1930 junction ave,san jose,CA,95131,23720111,1977,distribution center,56700,56700,2022,in compliance,81,12.4,31.3,12.7,31.6,174079.9,1250.329914,,6.6,,,,,,,,,,,,,,665.8,11.74,
0566-0-00,671 e brokaw rd,san jose,CA,95112,23720114,1978,manufacturing/industrial plant,121614,48652,2022,in compliance,,16.7,38.5,17.5,39.3,170502.6,2699.919904,,14.3,,,,,,,,,,,,,,613.3,12.61,
0566-0-01,735 e brokaw rd,san jose,CA,95112,23720114,1978,manufacturing/industrial plant,121614,42646,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0581-0-00,200 e trimble rd,san jose,CA,95131,23722050,1978,non-refrigerated warehouse,109844,109844,2022,in compliance,90,7.9,20.3,7.9,20,215635.4,1273.220084,,6.8,,2218.5,,,,,,,,,,,,2218.5,20.2,
0582-0-00,128 component dr,san jose,CA,95131,23722061,1978,non-refrigerated warehouse,127000,127000,2022,in compliance,,2.6,7.3,2.6,7.3,96659.2,0,,0,,153,,,,,99.8,,,,,,,252.9,1.99,
0583-0-00,2450 n 1st st,san jose,CA,95131,23722065,1978,,81600,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0584-0-00,2460 n 1st st,san jose,CA,95131,23722066,1984,office,147014,147014,2022,in compliance,76,67.2,125.5,67.9,124.6,1312842,54988.6305,,292.1,,,,,,,,,,,,,,51,0.35,
0585-0-00,2331 zanker rd,san jose,CA,95131,23722076,1980,,83520,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0586-0-00,2305 bering dr,san jose,CA,95131,23722077,1980,,121980,,2022,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
