SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0314-0-00,101 metro dr,san jose,CA,95110,23029084,1986,office,429535,482215,2023,in compliance,,,88,45.3,92.1,47,93.4,3930060.9,92474.8,918.9,491.2,1410.1,4499,,,,,,,,,,,,4499,9.33,
0315-0-00,1737 n 1st st,san jose,CA,95112,23029088,1971,office,75411,84453,2023,in compliance,,,83,42.8,92.9,44.7,94.6,674250.7,14765.2,157.6,78.4,236.1,1180.2,,,,,,,,,,,,1180.2,13.98,
0316-0-00,1735 n 1st st,san jose,CA,95112,23029093,1979,office,60479,67302,2023,in compliance,,,78,52,103.7,53.1,104,444739.3,14025.2,104,74.5,178.5,1314.7,,,,,,,,,,,,1314.7,23.9,
0317-0-00,226 airport pkwy,san jose,CA,95110,23029095,1981,office,122802,134012,2023,in compliance,,,91,44.2,88.2,44.7,88.1,925138.6,28270.8,216.3,150.2,366.5,1878.9,2473,,,,,,,,,,,4352,32.47,
0318-0-00,1735 technology drive,san jose,CA,95110,23029096,1986,office,686945,161846,2023,in compliance,,,85,42.2,118.1,42.2,118.1,2001508,,468,0,468,2922.5,,,,,,,,,,,,2922.5,18.06,
0318-0-01,1741 technology drive,san jose,CA,95110,23029096,1999,office,686945,145534,2023,in compliance,,,94,51.6,109,53.1,110.5,1334595,31692.2,312,168.3,480.4,4413.1,,,,,,,,,,,,4413.1,30.32,
0318-0-02,1745 technology drive,san jose,CA,95110,23029096,2000,office,686945,228310,2023,in compliance,,,58,64.2,146,65.6,147,2984704,48041.6,697.9,255.2,953,1887.9,,,,,,,,,,,,1887.9,8.27,
0318-0-03,1731 technology drive,san jose,CA,95110,23029096,1984,office,686945,162137,2023,in compliance,,,93,38.3,107.3,38.3,107.3,1820633,,425.7,0,425.7,2698.6,,,,,,,,,,,,2698.6,16.64,
0319-0-00,1727 technology dr,san jose,CA,95110,23029097,1990,hotel,81738,79406,2023,in compliance,,,97,45.4,92.5,45.4,92.5,596581.4,15684.6,139.5,83.3,222.8,,5325.5,,,,,,,,,,,5325.5,67.07,
0320-0-00,10 skyport dr,san jose,CA,95110,23029109,2015,hotel,215834,215834,2023,in compliance,,,96,47,99.6,47.1,99.4,1805655,40114.3,422.2,213.1,635.2,6533.9,,,,,0,,,,,,,6533.9,30.27,
0321-0-00,1721 technology dr,san jose,CA,95110,23029115,2018,medical office,153000,153450,2023,in compliance,,,100,46.8,81.8,47.7,82.7,846384.9,44904,197.9,238.5,436.4,4526,,,,,,,,,,,,4526,29.25,
0322-0-00,1650 technology way,san jose,CA,95110,23029118,2001,office,418334,191201,2023,in compliance,,,84,58.4,114.6,60,116.4,1706976,56562.6,399.1,300.4,699.5,926.7,1188.3,,,,,,,,,,,2114.9,11.06,
0322-0-01,1700 technology way,san jose,CA,95110,23029118,2001,office,418334,194282,2023,in compliance,,,78,76.5,166.7,78,168.3,2810094,55644.8,657,295.6,952.6,,2930.8,,,,,,,,,,,3203.4,16.49,
0322-0-02,90 skyport dr,san jose,CA,95110,23029118,2001,office,418334,35251,2023,in compliance,,,40,57.9,120.4,57.8,119.8,348938,8479.4,81.6,45,126.6,,3507.6,,,,,,,,,,,3507.6,99.5,
0323-0-00,1600 technology dr,san jose,CA,95110,23029119,1995,office,195000,198033,2023,in compliance,,,77,50.2,99.5,52,101.4,1552198,50008,362.9,265.6,628.5,1088.3,,,,,,,,,,,,1088.3,5.5,
0324-0-00,1755 n 1st st,san jose,CA,95112,23029120,1969,,90502,,2023,not submitted,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0325-0-00,1729 n 1st st,san jose,CA,95112,23029122,2016,multifamily housing,330178,426639,2023,in compliance,,,85,35.2,78.2,35.9,79.7,2567260,43490.4,600.2,231,831.2,,13817.6,,,,,,,,,,,13817.6,37.84,58
0327-0-00,1155 n 1st st,san jose,CA,95112,23036074,1980,office,30623,30720,2023,in compliance,,,99,12.8,31.7,14.2,34.1,98753.5,993.9,23.1,5.3,28.4,,837.6,,,,,,,,,,,837.6,27.27,
0331-0-00,1900 the alameda,san jose,CA,95126,23042123,1965,office,33100,33987,2023,in compliance,,,64,46.8,103.3,46.8,103.3,319546.7,5562.7,74.7,29.5,104.3,551.8,,,,,,,,,,,,551.8,15.67,
0332-0-00,1922 the alameda,san jose,CA,95126,23042124,1969,medical office,39253,42363,2023,in compliance,,,54,80.9,152.6,82.7,153.2,470990.1,18943.6,110.1,100.6,210.7,,401.4,,,,,,,,,,,401.4,9.47,
0333-0-00,1960 the alameda,san jose,CA,95126,23042130,1985,office,34898,35200,2023,in compliance,,,58,63.5,127.6,64.8,128.2,354507.8,10709.5,82.9,56.9,139.8,,1434.9,,,,,,,,,,,1434.9,40.76,
0334-0-00,1980 park ave,san jose,CA,95126,23045015,1960,multifamily housing,37284,37284,2023,in compliance,,,1,239.6,269.4,247.5,277.8,111746.5,88473,26.1,469.9,496,,1337.9,,,,,,,,,,,1337.9,35.88,51
0335-0-00,1934 park ave,san jose,CA,95126,23045061,1964,multifamily housing,21397,21397,2023,in compliance,,,100,14.4,23.9,15,25,32947,2094.1,7.7,11.1,18.8,1216.7,,,,,,,,,,,,1216.7,56.87,37
0335-0-01,1120 coleman av,san jose,CA,95110,23046040,2022,fire station,16825,16825,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0335-1-00,1161 coleman ave,san jose,CA,95110,23046090,2020,social/meeting hall,22889,22889,2023,in compliance,,,57,41,114.8,41,114.8,275160.6,,64.3,0,64.3,43.8,,,,,,,,,,,,43.8,1.91,
0335-1-01,1167 coleman ave,san jose,CA,95110,23046090,2020,office,163272,163272,2023,in compliance,2023,compliant,100,9,22.9,9.2,23.1,368931.4,2379.2,86.3,12.6,98.9,368.3,,,,,,,,,,,,368.3,2.26,
0335-1-02,1173 coleman ave,san jose,CA,95110,23046090,2020,office,194790,194790,2023,in compliance,2023,compliant,81,46.5,109.9,47.4,110.9,1994950,24247.1,466.4,128.8,595.2,234.4,,,,,,,,,,,,234.4,1.2,
0335-2-00,1170 wondo way,san jose,CA,95110,23046091,2019,parking,499701,499701,2023,in compliance,2023,compliant,,2.5,6.9,2.5,6.9,303166.6,,70.9,0,70.9,,,,,,,,,,,,2.7,2.7,0.01,
0335-3-00,1146 wondo way,san jose,CA,95110,23046092,2019,,131225,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0335-4-00,2021 the alameda,san jose,CA,95126-1110,23052002,1984,office,40388,40324,2023,in compliance,,,74,52.2,116.8,54,118.1,414766,7623.3,97,40.5,137.5,248.7,,,,,,,,,,,,248.7,6.17,
0335-5-00,1130 wondo wy,san jose,CA,95110,23046093,2022,hotel,115392,115392,2023,in compliance,,,,53.3,114.4,52.4,111.9,1097816,23057.9,256.7,122.5,379.2,,5291,,,,,,,,,,,5291,45.85,
0336-0-00,750 newhall dr,san jose,CA,95110,23057001,2021,retail store,139410,139410,2023,in compliance,2023,compliant,96,22.2,55.5,23,55.8,909117.6,8253.9,212.6,43.8,256.4,,9990.8,,,,,,,,,,,9990.8,58.4,
0337-0-00,610 newhall dr,san jose,CA,95110,23057004,2012,fitness center/health club/gym,44740,45000,2023,in compliance,,,,87.3,195,87.3,195,778528.7,12727,182,67.6,249.6,1160,,,,,,,,,,,,1160,25.78,
0338-0-00,1143 coleman ave,san jose,CA,95110,23058003,2017,office,168893,162557,2023,in compliance,,,,6.9,19.2,6.9,19.2,325074.8,163.8,76,0.9,76.9,,1688.4,,,,,,,,,,,1688.4,10.39,
0338-1-00,1155 coleman ave,san jose,CA,95110,23058004,2017,office,194549,194549,2023,in compliance,,,97,29.4,71.4,30.1,72.1,1320302,13436.7,308.7,71.4,380.1,,355.3,,,,,,,,,,,355.3,1.83,
0338-2-00,1199 coleman ave,san jose,CA,95110,23061002,2021,office,657934,657934,2023,in compliance,,,,35,85.9,35.4,86.3,5421238,47714.2,1267.5,253.4,1521,,,,,,,,,,,,5.2,166.5,0.25,
0341-0-00,1788 n 1st st,san jose,CA,95112,23501031,2000,bar/nightclub,67836,67836,2023,in compliance,2023,compliant,,176.3,322.3,177.8,322.6,1525337,67092.7,356.6,356.4,713,5013.4,,294,,,,,,,,,,5307.4,79.22,
0342-0-01,1732 n 1st st,san jose,CA,95112,23501036,1998,parking,331348,331348,2023,in compliance,,,,59.7,130.7,60.7,131.1,3740586,73431.6,874.6,390,1264.6,2375.6,,,,2319.2,,,,,,,,4694.8,14.17,
0343-0-00,1560 n 1st st,san jose,CA,95112,23502014,1998,hotel,67488,67488,2023,in compliance,,,40,57.7,124.1,57.7,124.1,579114,11654,135.4,61.9,197.3,6234,,,,,,,,,,,,6234,114.51,
0347-0-00,1440 n 1st st,san jose,CA,95112,23502032,1961,,32170,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0349-0-00,101 e gish rd,san jose,CA,95112,23503002,2000,hotel,52592,95056,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0350-0-00,1471 n 4th st,san jose,CA,95112,23503003,2000,hotel,112218,94231,2023,in compliance,,,37,97,185.3,96.9,185,1185485,41924.1,277.2,222.7,499.9,7655.6,,,,,,,,,,,,7655.6,90.07,
0351-0-00,1536 kerley dr,san jose,CA,95112,23503004,2000,multifamily housing,41156,61593,2023,in compliance,,,,39.5,88.1,39.9,89.3,489272,7894.9,114.4,41.9,156.3,,3096.4,,,,,,,,,,,3096.4,50.27,
0353-0-00,1441 n 4th st,san jose,CA,95112,23503013,1957,bowling alley,31450,38000,2023,in compliance,,,,68.8,147.7,68.1,145.8,473098.1,9727.5,110.6,51.7,162.3,,655.2,,,,,,,,,,,655.2,17.24,
0354-0-00,1460 n 4th st,san jose,CA,95112,23504005,2012,multifamily housing,88275,88275,2023,in compliance,,,98,27.7,44.1,27.9,44.4,222005.4,17091.6,53.7,90.8,144.5,8826.1,,726.5,,,,,,,,,,9552.5,108.21,1
0359-0-00,1350 n 1st st,san jose,CA,95112,23505041,1974,hotel,202454,202454,2023,in compliance,,,95,47.9,91.6,47.4,90.4,1374958,49144.7,321.5,261,582.5,,7793.7,,,,,,,,,,,7793.7,38.5,
0361-0-00,1310 n 1st st,san jose,CA,95112,23505011,1959,,22238,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0362-0-00,1275 n 4th st,san jose,CA,95112,23505017,2000,senior living community,38469,40000,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0369-0-00,30 e rosemary st,san jose,CA,95112,23505038,2013,multifamily housing,63512,84188,2023,in compliance,,,91,24.9,53,25.2,53.9,387273.7,7994.7,90.5,42.5,133,,3456.5,,,,,,,,,,,3456.5,41.06,51
0370-0-00,60 e rosemary st,san jose,CA,95112,23505039,2013,multifamily housing,156093,221409,2023,in compliance,,,73,23.9,48.5,24.4,49.5,884036,23905.1,206.7,127,333.7,,12279.8,,,,,,,,,,,12279.8,55.46,2
0371-0-00,1150 n 1st st,san jose,CA,95112,23506042,1983,office,37335,33752,2023,in compliance,,,82,,,35.2,57.3,217822.3,4464.6,50.9,23.7,74.6,,1490,,,,,,,,,,,1490,44.15,
0372-0-00,990 n 1st st,san jose,CA,95112,23508001,1964,office,20708,21244,2023,in compliance,,,86,41.1,77.7,43.3,80,122854.3,5011.1,28.7,26.6,55.3,406,,,,,,,,,,,,406,19.11,
0372-1-00,1036 n 4th st,san jose,CA,95112,23509021,1985,hotel,31659,46409,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0393-0-00,1080 n 7th st,san jose,CA,95112,23515041,1960,non-refrigerated warehouse,27441,27441,2023,in compliance,,,,131.4,322,131,317.2,825476.4,7791,193,41.4,234.4,,1221.5,,,,,,,,,,,1221.5,44.51,
0397-0-00,35 e gish rd,san jose,CA,95112,23520003,2009,multifamily housing,28564,37494,2023,in compliance,,,2,96.1,208.1,98.2,209.9,503674.7,10485.1,121.9,55.7,177.6,,1573,,,,,,,,,,,1573,55.83,65
0398-0-00,2350 harris way,san jose,CA,95131,23701035,1980,other,49662,49662,2023,in compliance,,,,24.7,69.2,24.7,69.2,359755.5,,84.1,0,84.1,,82.2,,,,,,,,,,,82.2,1.65,
0399-0-00,2345 harris way,san jose,CA,95131,23701043,1979,worship facility,70106,70106,2023,in compliance,,,46,11.6,28.3,12.1,28.8,189136.8,2018,44.2,10.7,54.9,,643.3,,,,,,,,,,,643.3,9.18,
0400-0-00,2219 oakland rd,san jose,CA,95131,23701044,1984,mixed use property,138366,138366,2023,in compliance,,,,16.7,30.1,18.5,32.6,306645.3,15114.6,74.2,80.3,154.5,,200.9,,,,,,,,,,,200.9,1.45,
0401-0-00,2390 harris way,san jose,CA,95131,23701051,2003,hotel,21485,21485,2023,in compliance,,,86,46.1,91.9,46.1,91.9,156548.4,4560.4,36.6,24.2,60.8,,1771.1,,,350.7,,,,,,,,2121.7,98.75,
0402-0-00,2355 oakland rd,san jose,CA,95131,23701055,2016,worship facility,43204,43204,2023,in compliance,,,95,11.3,27.9,11.6,28.2,116006,1060.2,27.1,5.6,32.8,,227.5,,,,,,,,,,,227.5,5.27,
0403-0-00,2305 paragon dr,san jose,CA,95131,23702040,1980,non-refrigerated warehouse,26880,28000,2023,in compliance,,,99,9.6,26.8,9.5,26.5,77540.5,11.2,18.1,0.1,18.2,,204.9,,,,,,,,,,,204.9,7.32,
0404-0-00,2281 paragon dr,san jose,CA,95131,23702041,1972,office,35760,34975,2023,in compliance,,,94,22,39,23.8,41.3,95351.2,5087.3,22.3,27,49.3,,228.3,,,,,,,,,,,228.3,6.53,
0405-0-00,2233 paragon dr,san jose,CA,95131,23702062,1974,,27570,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0406-0-00,832 charcot ave,san jose,CA,95131,23702064,1974,non-refrigerated warehouse,118774,118858,2023,in compliance,,,,1.7,3.9,1.8,4,42357.3,704.3,9.9,3.7,13.6,1046,,,,,,,,,,,,1046,8.8,
0407-0-00,2149 paragon dr,san jose,CA,95131,23702066,1994,performing arts,22272,22130,2023,in compliance,,,,22.4,41.6,24,43.4,67327.3,3022,15.7,16.1,31.8,171.1,,,,,,,,,,,,171.1,7.73,
0409-0-00,2240 paragon dr,san jose,CA,95131,23702072,1977,manufacturing/industrial plant,20710,20710,2023,in compliance,,,,12.1,30.9,12,30.6,62432.3,358,14.6,1.9,16.5,395.7,,,,,,,,,,,,395.7,19.11,
0410-0-00,2101 otoole ave,san jose,CA,95131,23702074,1978,,24000,,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0411-0-00,2095 otoole ave,san jose,CA,95131,23702075,1978,manufacturing/industrial plant,24600,25620,2023,in compliance,,,,91.2,243.5,90.5,239.8,621112.8,1995,145.2,10.6,155.8,,63988.8,,,,,,,,,,,63988.8,2497.61,
0412-0-00,2245 paragon dr,san jose,CA,95131,23702079,1994,performing arts,24000,2400,2023,in compliance,,,,100,191.6,116.3,208.7,34805.6,1603.4,8.1,8.5,16.7,109.6,,,,,,,,,,,,109.6,45.67,
0413-0-00,2250 paragon dr,san jose,CA,95131,23702081,1978,other,22564,22050,2023,in compliance,,,,10.5,28,10.6,28.1,62664.3,195.5,14.7,1,15.7,,,,,41.3,,,,,,,,41.3,1.87,
0415-0-00,2033 otoole ave,san jose,CA,95131,23702084,1980,non-refrigerated warehouse,164250,164089,2023,in compliance,,,1,108.2,291.2,110.1,293.2,1790545,5218.7,418.6,27.7,446.4,867,,,,,,,,,,,,867,14.4,
0418-0-00,880 ridder park dr,san jose,CA,95131,23703026,1997,office,83841,83841,2023,in compliance,,,73,59.3,127.4,59.4,126.5,900482.4,19104,210.5,101.5,312,1416.2,,,,,,,,,,,,1416.2,16.89,
0419-0-00,1355 ridder park dr,san jose,CA,95131,23703036,1984,other - education,34592,32000,2023,in compliance,,,,28.5,56.3,31.3,58.9,139983,5226.5,32.7,27.8,60.5,,41.1,,,,848,,,,,,,889.2,27.79,
0420-0-00,1797 fox dr,san jose,CA,95131,23703049,1990,office,49782,50972,2023,in compliance,,,87,32.6,79.1,34.3,80.8,381851.1,4459.7,89.3,23.7,113,,1247.1,,,,,,,,,,,1247.1,24.47,
0421-0-00,880 fox ln,san jose,CA,95131,23703057,1990,office,85891,90374,2023,in compliance,,,1,209.4,569.5,209.6,569.8,5292695,8823.6,1237.5,46.9,1284.3,,7372.9,,,,,,,,,,,7372.9,81.58,
0422-0-00,1330 ridder park dr,san jose,CA,95131,23703059,1984,office,51959,33500,2023,in compliance,,,94,21.1,52.3,21.1,52.3,169694.4,1261.8,39.7,6.7,46.4,170.4,,,,,,,,,,,,170.4,5.09,
0422-1-00,1799 oakland rd,san jose,CA,95131,23703064,2022,self-storage facility,53216,53087,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0423-0-00,1001 ridder park dr,san jose,CA,95131,23703068,2014,office,124592,125000,2023,in compliance,,,82,38.1,103.4,37.8,102,1304576,2685.8,305,14.3,319.3,4580.6,,,,,,,,,,,,4580.6,36.65,
0424-0-00,1310 ridder park dr,san jose,CA,95131,23703071,2001,office,215225,275659,2023,in compliance,2023,compliant,,419.5,1049.5,417.7,1041,13724470,100022.9,3208.9,531.3,3740.2,3049.5,,,,,,,,,,,,3049.5,22.42,
0425-0-00,1321 ridder park dr,san jose,CA,95131,23703075,1984,office,35230,36030,2023,in compliance,,,16,64.1,149.5,66,151.5,495748.1,6867.2,115.9,36.5,152.4,965.1,,,,,,,,,,,,965.1,26.79,
0426-0-00,1730 fox dr,san jose,CA,95131,23703076,1989,office,79508,77483,2023,in compliance,,,,315.6,861.4,316.4,862.2,6926308,10553.9,1619.4,56.1,1675.5,4113.3,,,,,,,,,,,,4113.3,52.71,
0427-0-00,1781 fox dr,san jose,CA,95131,23703077,1990,office,25695,26381,2023,in compliance,,,72,44.7,97.8,47.1,99.9,223002.1,4805.3,52.1,25.5,77.7,,994.5,,,,,,,,,,,994.5,37.7,
0428-0-00,1745 fox dr,san jose,CA,95131,23703078,1984,office,64983,65000,2023,in compliance,,,100,2.2,6.2,2.2,6.2,42157.9,0,9.9,0,9.9,22.9,,,,,,,,,,,,22.9,0.35,
0429-0-00,1733 fox dr,san jose,CA,95131,23703079,2014,office,50900,49024,2023,in compliance,,,1,630,1736.6,630,1736.6,8827551,7631.3,2064,40.5,2104.5,2220,,,,,,,,,,,,2220,45.28,
0430-0-00,1028 e brokaw rd,san jose,CA,95131,23703080,2016,,96100,,2023,not submitted,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0431-0-00,1058 e brokaw rd,san jose,CA,95131,23703081,1998,,130054,,2023,not submitted,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0437-0-00,1560 berger dr,san jose,CA,95112,23704071,1987,mixed use property,37805,75610,2023,in compliance,,,,14.3,25.2,16,27.1,64669.3,3857.1,15.1,20.5,35.6,160.7,,,,,,,,,,,,160.7,4.25,
0438-0-00,725 ridder park dr,san jose,CA,95131,23705055,2009,retail store,25004,25010,2023,in compliance,,,39,63,153.2,64,153.1,359443.8,3754.6,87,19.9,106.9,,241.1,,,,,,,,,,,241.1,9.64,
0439-0-00,775 ridder park dr,san jose,CA,95131,23705061,2008,wholesale club/supercenter,138140,138140,2023,in compliance,2023,compliant,90,42.2,110.6,44.2,112.6,1532350,8716.5,358.3,46.3,404.6,701.6,,,,,,,,,,,,701.6,5.08,
0444-0-00,702 e gish rd,san jose,CA,95112,23706067,1972,distribution center,20518,20518,2023,in compliance,,,44,12.3,29.3,13.3,30.4,56357.3,809.1,13.2,4.3,17.5,,407.7,,,,,,,,,,,407.7,19.87,
0459-0-00,1920 zanker rd,san jose,CA,95112,23709104,1984,office,28712,30165,2023,in compliance,,,27,59.3,161.7,58.6,159.3,493640,848,115.4,4.5,119.9,,519.9,,,,,,,,,,,519.9,17.24,
0460-0-00,1940 zanker rd,san jose,CA,95112,23709105,1984,office,30018,30018,2023,in compliance,,,2,111.3,297.9,111.9,297.5,905000,2700,211.6,14.3,225.9,,481.4,,,,,,,,,,,481.4,16.04,
0461-0-00,1960 zanker rd,san jose,CA,95112,23709106,1984,office,30836,33262,2023,in compliance,,,91,25.9,53.2,25.9,53.2,145159.3,3653.9,33.9,19.4,53.3,,273.9,,,,,,,,,,,273.9,8.23,
0462-0-00,1982 zanker rd,san jose,CA,95112,23709107,1984,office,30836,32709,2023,in compliance,,,65,56.3,147.4,57,148.2,483521.1,2159.7,113.1,11.5,124.5,71.2,,509.8,,,,,,,,,,581,17.76,
0479-0-00,2216 otoole ave,san jose,CA,95131,23710238,1984,manufacturing/industrial plant,51377,50574,2023,in compliance,,,,9.9,25.6,9.9,25.4,127026.2,680.1,29.7,3.6,33.3,,743.7,,,,,,,,,,,743.7,14.71,
0480-0-00,2210 otoole ave,san jose,CA,95131,23710239,1976,office,53594,53524,2023,in compliance,,,87,30.9,78.5,31.4,78.2,405295,2992.5,94.8,15.9,110.7,,673.1,,,,,,,,,,,673.1,12.58,
0481-0-00,1010 rincon cir,san jose,CA,95131,23710252,1984,,87748,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0482-0-00,1060 rincon cir,san jose,CA,95131,23710253,1984,office,62053,62053,2023,in compliance,,,,81.4,202.5,82.5,203.7,1216412,9706.3,284.4,51.6,336,,,1586.2,,,,,,,,,,1586.2,25.56,
0483-0-00,2075 zanker rd,san jose,CA,95131,23711053,1981,,56534,,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0484-0-00,2043 zanker rd,san jose,CA,95131,23711054,1977,distribution center,28690,58408,2023,exempt,,,45,23.3,47.1,25.3,49.1,220751,7231.1,53.4,38.4,91.8,,2802.1,,,,,,,,,,,2802.1,47.98,
0485-0-00,271 e brokaw rd,san jose,CA,95112,23711055,1977,non-refrigerated warehouse,22344,22332,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0486-0-00,255 e brokaw rd,san jose,CA,95112,23711056,1977,non-refrigerated warehouse,20640,20640,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0487-0-00,111 e brokaw rd,san jose,CA,95112,23711058,1983,non-refrigerated warehouse,26730,26730,2023,in compliance,,,82,21.3,40.4,23.3,42.5,80736.3,3476,18.9,18.5,37.3,,654.8,,,,,,,,,,,654.8,24.5,
0488-0-00,2032 bering dr,san jose,CA,95131,23711059,1978,manufacturing/industrial plant,25440,90480,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0488-1-00,2046 bering drive,san jose,CA,95131,23711059,1978,,25440,,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0489-0-00,2140 bering dr,san jose,CA,95131,23711066,1979,,42482,,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0490-0-00,150 charcot ave,san jose,CA,95131,23711069,1979,,41905,,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0491-0-00,2191 zanker rd,san jose,CA,95131,23711070,1979,,46305,,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0492-0-00,2180 bering dr,san jose,CA,95131,23711071,1979,,35125,,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0493-0-00,2124 bering dr,san jose,CA,95131,23711072,2011,distribution center,62054,62054,2023,in compliance,,,64,24.9,56.3,25.9,57.1,311155.9,5420.6,72.8,28.8,101.5,191.4,,,,,,,,,,,,191.4,3.09,
0494-0-00,2121 zanker rd,san jose,CA,95131,23711074,1977,laboratory,34000,42000,2023,in compliance,,,,585.9,1512.6,585.9,1512.6,5109582,24877.3,1194.7,132.1,1326.8,,,6338.5,,,,,,,,,,6338.5,186.43,
0501-0-00,1585 schallenberger rd,san jose,CA,95131,23714085,1980,non-refrigerated warehouse,20536,20536,2023,in compliance,,,58,43.3,121.2,43.3,121.2,260435.1,,60.9,0,60.9,,47.5,,,,,,,,,,,47.5,2.31,
0502-0-00,871 fox ln,san jose,CA,95131,23715188,1990,manufacturing/industrial plant,135634,133288,2023,in compliance,,,,107.8,287.5,108.8,288.5,3890853,12252.7,909.7,65.1,974.8,,2803.7,,,,,,,,,,,2803.7,21.03,
0503-0-00,801 fox ln,san jose,CA,95131,23715189,1990,office,90145,87403,2023,in compliance,,,3,162.6,424.5,163.3,423.3,3686649,16918.5,862,89.9,951.8,,1821.3,,,,,,,,,,,1821.3,20.84,
0504-0-00,988 rock ave,san jose,CA,95131,23715192,2000,manufacturing/industrial plant,71958,71294,2023,in compliance,,,,48.5,118.2,49.7,119.4,802787.7,8016.8,187.7,42.6,230.3,,203.4,,,,,,,,,,,203.4,2.85,
0505-0-00,1000 rock ave,san jose,CA,95131,23715193,1999,,22062,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0506-0-00,1020 rock ave,san jose,CA,95131,23715194,1999,manufacturing/industrial plant,22062,22060,2023,in compliance,,,,27.3,55.2,29.6,57.5,97790.3,3187.5,23.7,16.9,40.6,56,,7,,,,,,,,,,62.9,2.85,
0507-0-00,900 rock ave,san jose,CA,95131,23715195,1989,manufacturing/industrial plant,32514,40000,2023,in compliance,,,,88.5,247.7,87.5,245,1025778,,239.8,0,239.8,,53.9,,,,,,,,,,203,256.9,6.42,
0508-0-00,926 rock ave,san jose,CA,95131,23715196,2001,office,46430,45781,2023,in compliance,,,1,163.2,444.5,163.4,442.2,2075419,3977.4,485.3,21.1,506.4,,721.1,,,,,,,,,,,721.1,15.75,
0509-0-00,980 rock ave,san jose,CA,95131,23715197,2001,office,83500,82962,2023,in compliance,,,20,95.3,260.4,95,258.7,2207943,3517.8,516.2,18.7,534.9,,1143.9,,,,,,,,,,,1143.9,13.79,
0514-0-00,1841 zanker rd,san jose,CA,95112,23716060,2008,office,44640,44640,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0515-0-00,1800 bering dr,san jose,CA,95112,23716061,2008,office,31415,30011,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0516-0-00,1828 bering dr,san jose,CA,95112,23716062,2008,manufacturing/industrial plant,42982,44124,2023,in compliance,,,,10.4,29.2,10.4,29.2,135030.7,,32.7,0,32.7,,2034,,,,,,,,,,,2034,46.1,
