SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0777-0-00,2371 ringwood ave,san jose,CA,95131,24424007,1982,worship facility,45880,45880,2024,in compliance,,,74,13.4,25.9,14.7,27.3,91245,3640.6,22.1,19.3,41.4,907.1,,,,,,,,,,,,907.1,19.77,
0778-0-00,1510 montague expy,san jose,CA,95131,24424010,1979,non-refrigerated warehouse,315630,315600,2024,in compliance,,,,14.4,32.3,15.3,33.3,908669.5,17272.6,219.9,91.7,311.7,3016,,,,,,,,,,,,3016,9.56,
0780-0-00,2271 ringwood ave,san jose,CA,95131,24424014,1979,manufacturing/industrial plant,21201,20655,2024,in compliance,,,,42.5,113.4,43.1,114.1,238006.9,784.6,57.6,4.2,61.8,476.5,,,,,,,,,,,,476.5,23.07,
0782-0-00,2277 ringwood ave,san jose,CA,95131,24424017,1980,distribution center,29120,29159,2024,in compliance,,,82,9.2,22.6,9.5,22.9,62998.2,619.3,15.2,3.3,18.5,,458,,,,,,,,,,,458,15.71,
0783-0-00,1701 lundy ave,san jose,CA,95131,24436008,1994,strip mall,46004,46313,2024,in compliance,,,,195.8,287.5,195.2,285.8,626793.5,69025.3,151.7,366.6,518.3,,,623.5,,,,,,,,,,623.5,13.46,
0785-0-00,1710 oakland rd,san jose,CA,95131,24437015,1980,strip mall,42640,76597,2024,in compliance,,,,243.6,495.6,243,490,3012371,83373,729.1,442.8,1171.9,,7093.2,,,,,,,,,,,7093.2,92.6,
0785-1-00,1879 lundy ave,san jose,CA,95131,24444063,2006,office,59000,56989,2024,in compliance,2024,compliant,48,66.7,131,68.1,131.1,588844.6,20113.7,142.5,106.8,249.4,168.8,,,,,,,,,,,,168.8,2.86,
0786-0-00,1265 n capitol ave,san jose,CA,95132,24504078,1973,multifamily housing,153024,154152,2024,in compliance,,,83,45.8,70.1,47.2,71.1,556896.8,53708.9,134.8,285.3,420.1,,15131.7,,,,,,,,,,,15131.7,98.16,8
0786-1-00,1167 n capitol ave,san jose,CA,95132,24505017,2018,other - public services,95623,90970,2024,in compliance,,,,386.3,538.2,400.9,553.5,2019154,295839,488.7,1571.3,2060,,8956.5,,,,,,,,,,,8956.5,98.46,
0788-0-00,1628- 1698 hostetter road,san jose,CA,95131,24544010,1991,strip mall,74802,74637,2024,in compliance,,,,263.4,514.7,261.6,509.5,2935805,95057.6,710.6,504.9,1215.4,3795.7,1067.7,2993.4,,,,,,,,,,7856.8,105.27,
0789-0-00,890 n 1st st,san jose,CA,95112,24902073,1962,office,28526,28526,2024,in compliance,,,84,35.6,74.3,37.5,75.5,186536.4,5181.3,45.1,27.5,72.7,,223.4,,,,,,,,,,,223.4,7.25,
0791-0-00,327 e taylor st,san jose,CA,95112,24907010,2000,multifamily housing,200372,244661,2024,in compliance,,,99,27,54.3,27.5,54.5,1083189,30224.4,262.2,160.5,422.7,9750.7,,,,,,,,,,,,9750.7,39.85,50
0793-0-00,395 n 9th st,san jose,CA,95112,24907065,1925,distribution center,63898,59847,2024,in compliance,,,,2.1,6,2.1,6,37666.4,,9.1,0,9.1,,,,,,,,,,,,,,,
0794-0-00,871 n 10th st,san jose,CA,95112,24908031,2010,multifamily housing,70042,69796,2024,in compliance,,,94,29.2,54,29.7,54.4,270989,11497.3,65.6,61.1,126.7,,6518.5,,,,,,,,,,,6518.5,93.39,8
0795-0-00,817 n 10th st,san jose,CA,95112,24908032,2015,multifamily housing,136412,177408,2024,in compliance,2024,compliant,73,37.1,72.8,37.7,73.4,1004725,32584.6,243.2,173.1,416.2,,8710.7,,,,,,,,,,,8710.7,49.1,20
0797-0-00,415 e taylor st,san jose,CA,95112,24909012,2018,multifamily housing,342722,445687,2024,in compliance,2024,compliant,100,20.8,44,21.1,44.2,1646461,37811.9,398.5,200.8,599.3,12456.9,,3207.4,,,,,,,,,,15664.3,35.15,52
0799-0-00,750 n 23rd st,san jose,CA,95112,24920008,1961,multifamily housing,40796,41900,2024,in compliance,,,98,41.8,64,41.4,62.7,134973.4,12725.3,32.7,67.6,100.3,,4672.2,,,,,,,,,,,4672.2,111.51,12
0800-0-00,710 n 23rd st,san jose,CA,95112,24920010,1962,multifamily housing,23659,23659,2024,in compliance,2024,compliant,85,36.9,65.9,37.7,66.7,111509.9,5419,27,28.8,55.8,,2414,,,,,,,,,,,2414,98.57,8
0801-0-00,350 e taylor st,san jose,CA,95112,24937007,2002,multifamily housing,278073,284415,2024,in compliance,,,94,22.6,57.7,22.6,57.7,1617627,9202.1,391.5,48.9,440.4,,12574.2,,,,,,,,,,,12574.2,44.21,49
0802-0-00,688 n 7th st,san jose,CA,95112,24937011,2015,multifamily housing,92391,131060,2024,in compliance,,,100,25.8,43.7,26.4,44.3,364402.5,22106.9,88.2,117.4,205.6,,3722.7,,,,,,,,,,,3722.7,28.4,71
0803-0-00,525 n 7th st,san jose,CA,95112,24938042,2022,multifamily housing,84334,113080,2024,in compliance,2024,compliant,95,19,44.2,19.2,44.5,551851.4,7179.3,133.6,38.1,171.7,,1362.5,,,,,,,,,,,1362.5,10.06,99
0804-0-00,520-566  n. 6th st,san jose,CA,95112,24938051,1999,multifamily housing,86230,125153,2024,in compliance,,,79,30.2,58.6,30.2,58.6,562947.9,18622.2,136.2,98.9,235.2,,5765.4,,,,,,,,,,,5765.4,46.07,39
0805-0-00,690 n 5th st,san jose,CA,95112,24939038,1976,multifamily housing,59263,77214,2024,in compliance,,,89,38.6,83.1,40.1,87,579760,11205.6,140.3,59.5,199.8,,4381,,,,,,,,,,,4381,56.74,59
0805-1-00,680 n 6th st,san jose,CA,95112,24939043,2022,multifamily housing,432062,840146,2024,in compliance,2024,compliant,100,8.9,16.3,9,16.4,1052491,39724.7,237.7,211,448.7,,10673.4,,,,,,,,,,,10673.4,12.7,92
0805-2-00,620 n 6th st,san jose,CA,95112,24939046,2022,multifamily housing,384916,436000,2024,in compliance,,,100,15.6,31.4,15.3,30.5,1053380,30823.2,254.9,163.7,418.7,,4422.8,,,,,,,,,,,4422.8,10.14,98
0807-0-00,390 n 2nd st,san jose,CA,95112,24944094,1975,multifamily housing,26146,27610,2024,in compliance,,,100,4.7,13,4.7,13,37629.7,,8.5,0,8.5,,1021.1,,,,,,,,,,,1021.1,36.98,75
0808-0-00,488 n 6th st,san jose,CA,95112,24947047,2002,multifamily housing,56100,55786,2024,in compliance,,,91,33.6,70,34.3,71.2,329073.8,7890.8,79.6,41.9,121.6,,3677.2,,,,,,,,,,,3677.2,65.92,47
0809-0-00,463 wooster ave,san jose,CA,95116,24964025,1972,multifamily housing,116044,118188,2024,in compliance,,,100,18.3,23.9,19.5,25.2,94084.4,19842.4,22.8,105.4,128.2,,5293.7,,,,,,,,,,,5293.7,44.79,70
0813-0-00,399 east ct,san jose,CA,95116,24965100,2002,multifamily housing,50704,100000,2024,in compliance,,,93,16.8,37.1,17,37.4,326234.6,5901.2,73.9,31.3,105.2,,3058.1,,,,,,,,,,,3058.1,30.58,29
0814-0-00,1319 tripp ave,san jose,CA,95116,24966053,1962,multifamily housing,33021,34356,2024,in compliance,,,,24.9,29,24.2,28.3,16217.2,7768.2,3.67,41.26,44.93,,1378.7,,,,,,,,,,,1378.7,40.13,
0833-0-00,520 marburg way,san jose,CA,95133,25403010,1976,manufacturing/industrial plant,86341,105000,2024,in compliance,,,,9.9,26.4,10.5,27.7,292605.8,1044,70.8,5.5,76.4,,193.5,,,,,,,,,,,193.5,1.84,
0835-0-00,1777 newbury park dr,san jose,CA,95133,25404102,2011,multifamily housing,105678,141942,2024,in compliance,2024,not submitted,94,27,50.1,28,51.9,536527.2,21391,129.9,113.6,243.5,,6610.5,,,,,,,,,,,6610.5,46.57,44
0836-0-00,678 n king rd,san jose,CA,95133,25404106,2012,multifamily housing,71946,171399,2024,in compliance,,,93,28.3,55.1,28.7,55.5,443348.1,14892.6,107.3,79.1,186.4,,5186.6,,,,,,,,,,,5186.6,49.64,55
0837-0-00,1700 newbury park dr,san jose,CA,95133,25404108,2016,multifamily housing,188536,200196,2024,in compliance,,,73,42.4,88.4,42.6,88.4,1521075,36759.9,368.1,195.2,563.4,,9517.2,,,,,,,,,,,9517.2,45.73,47
0837-1-00,1772 educational park dr,san jose,CA,95133,25405050,2010,library,18000,18000,2024,in compliance,2024,pending,,80.1,157.6,81.1,156.5,215154.5,7249.3,52.1,38.5,90.6,226.5,,,,,,,,,,,,226.5,12.59,
0841-0-00,1745 mckee rd,san jose,CA,95116,25409012,1954,multifamily housing,23349,22790,2024,in compliance,,,100,31.2,35.2,31.2,35.2,9229.9,6795.2,2.2,36.1,38.3,,3459.2,,,,,,,,,,,3459.2,151.79,2
0842-0-00,303 checkers dr,san jose,CA,95133,25409133,1969,multifamily housing,644038,644038,2024,in compliance,2024,not submitted,100,37.9,56.5,39.8,58.2,1770592,195833.7,428.5,1040.2,1468.7,,40420.2,,,,,,,,,,,40420.2,62.76,63
0844-0-00,1609 mckee rd,san jose,CA,95116,25411083,1956,strip mall,20268,32898,2024,in compliance,,,,244,412.7,245.4,411.1,845143.2,51902.2,204.5,275.7,480.2,,,1874.8,,,,,,,,,,1874.8,56.99,
0845-0-00,433 n 33rd st,san jose,CA,95133,25412004,1957,multifamily housing,52570,11948,2024,in compliance,,,100,12.6,34.6,12.6,34.6,42724.6,50.6,10.3,0.3,10.6,1269.9,,,,,,,,,,,,1269.9,106.29,11
0852-0-00,1710 berryessa rd,san jose,CA,95133,25414108,1986,retail store,20468,20474,2024,in compliance,,,1,185.4,337.5,183.7,332.8,479847.5,21235.4,116.1,112.8,228.9,,1527.8,,,,,,,,,,,1527.8,74.62,
0853-0-00,941 lundy ave,san jose,CA,95133,25414119,2003,multifamily housing,61268,85169,2024,in compliance,,,91,37.8,57.3,38.3,57.3,330002.8,21381.7,74.7,113.6,188.3,,4228.8,,,,,,,,,,,4228.8,49.65,52
0853-1-00,965 lundy ave,san jose,CA,95133,25414117,1999,multifamily housing,11240,11240,2024,in compliance,,,100,28.9,60.3,29.7,61.2,56382.6,1418,13.6,7.5,21.2,,835.2,,,,,,,,,,,835.2,74.31,56
0856-0-00,899 n king rd,san jose,CA,95133,25417096,2001,multifamily housing,72657,78434,2024,in compliance,,,97,26.5,50.9,27.4,52.6,312495.3,10865,75.6,57.7,133.3,,5950.5,,,,,,,,,,,5950.5,75.87,25
0857-0-00,750 n king rd,san jose,CA,95133,25419041,1987,multifamily housing,121304,127323,2024,in compliance,,,67,49.4,84.8,51.4,87.4,686922.4,39634.4,166.3,210.5,376.8,,7216.8,,,,,,,,,,,7216.8,58.81,48
0858-0-00,632 n jackson ave,san jose,CA,95133,25431037,1969,multifamily housing,177234,177234,2024,in compliance,,,100,17.7,27,18.3,27.6,249430.5,23949.5,60.4,127.2,187.6,,10027.8,,,,,,,,,,,10027.8,56.58,6
0881-1-00,855 n san pedro st,san jose,CA,95110,25904018,1956,mixed use property,71088,142176,2024,in compliance,,,,33.8,36.5,35.6,38.4,23186.2,49856.3,5.6,264.8,270.4,2149.2,,,,,,,,,,,,2149.2,15.12,
0881-1-01,201 w mission st,san jose,CA,95110,25904018,1979,police station,90006,90006,2024,in compliance,,,,32.2,35.4,32.2,35.4,24407.4,28159.1,5.9,149.6,155.5,417.9,393.6,,,,,,,,,,,811.6,9.02,
0882-0-00,777 n 1st st,san jose,CA,95112,25905073,1961,office,82500,89046,2024,in compliance,2024,compliant,55,68.4,134.8,71.5,138.1,939436.7,31635.4,227.4,168,395.4,877.5,,,,,,,,,,,,877.5,9.85,
0885-0-00,675 n 1st st,san jose,CA,95112,25918061,1966,office,109854,108900,2024,in compliance,,,74,56.6,118.9,59,121.5,1086233,27222.1,262.9,144.6,407.5,3251.5,,,,,,,,,,,,3251.5,29.86,
0886-0-00,110 w taylor st,san jose,CA,95110,25918063,2008,office,26011,27142,2024,in compliance,,,71,45.6,112.2,47.4,114,292112.1,2891.8,70.7,15.4,86.1,342,,,,,,,,,,,,342,12.6,
0891-0-00,505 w julian st,san jose,CA,95110,25925040,1988,other - public services,30000,29750,2024,in compliance,2024,not submitted,,80,183.1,82.2,185.4,493735.9,7605.8,111.8,40.4,152.2,306.6,,,,,,,,,,,,306.6,10.31,
0893-0-00,250 stockton ave,san jose,CA,95126,25928024,1943,data center,94700,94000,2024,in compliance,,,,4.3,12.1,4.3,12.1,118886.6,,28.8,0,28.8,,28.9,,,,,,,,,,,28.9,0.31,
0893-1-00,525 w santa clara st,san jose,CA,95113,25928043,1993,indoor arena,450000,450000,2024,in compliance,2024,pending,,68.4,157.5,69.6,158.8,6463892,92465.2,1564.5,491.1,2055.6,6538.8,,,,,,,,,,,,6538.8,14.53,
0893-2-00,130 stockton ave,san jose,CA,95126,25928046,2020,multifamily housing,155746,204546,2024,in compliance,,,100,19.5,36.7,19.7,36.9,554611.9,21414.4,134.2,113.7,248,4270,,,,,,,,,,,,4270,20.88,86
0894-0-00,255 w julian st,san jose,CA,95110,25931071,1984,office,54568,56400,2024,in compliance,,,13,111.5,199.9,110.1,196,759694.7,36163.5,183.9,192.1,376,,2328.8,,,,,,,,,,,2328.8,41.29,
0895-0-00,115 terraine st,san jose,CA,95110,25931072,1949,office,44680,44680,2024,in compliance,,,,9.6,23.6,10.1,24.1,101665.2,1023.7,24.6,5.4,30,367.3,,,,,,,,,,,,367.3,8.22,
0895-1-00,171 w julian st,san jose,CA,95110,25932096,2021,multifamily housing,485695,485695,2024,in compliance,,,100,18,37.9,18.2,38.1,1544756,35543.5,373.9,188.8,562.7,,8715.7,,,,,,,,,,,8715.7,17.94,88
0896-0-00,255 n market st,san jose,CA,95110,25933007,1946,office,56754,54841,2024,in compliance,,,94,25.4,62.6,25.7,62.1,321897.4,3124.2,77.9,16.6,94.5,,216.6,,,,,,,,,,,216.6,3.95,
0896-1-00,225 n market st,san jose,CA,95110,25933078,1999,fire station,15500,15500,2024,in compliance,,,,71.6,122.4,76.1,126.4,120454.7,7693.1,29.2,40.9,70,294,,0,,,,,,,,,,294,18.97,
0897-0-00,227 n 1st st,san jose,CA,95113,25933058,1960,office,28056,28056,2024,in compliance,,,,2.3,6.5,2.3,6.5,18986.4,,4.6,0,4.6,7.5,,,,,,,,,,,,7.5,0.27,
0898-0-00,29 w julian st,san jose,CA,95110,25933074,1997,multifamily housing,200561,306887,2024,in compliance,,,81,23.4,47.4,24,48.4,1196145,32730.7,289.5,173.8,463.4,,8409.3,,,,,,,,,,,8409.3,27.4,65
0901-0-00,95 w santa clara st,san jose,CA,95113,25934019,1981,office,30498,30498,2024,in compliance,,,74,43.6,96.7,44.4,97.5,259793.1,4683.6,62.9,24.9,87.8,,174.3,,,,,,,,,,,174.3,5.72,
0902-0-00,111 n market st,san jose,CA,95113,25934053,1963,office,167548,174858,2024,in compliance,2024,compliant,84,35.6,79.2,36.9,80.5,1223055,22782.2,296,121,417,,1676.4,,,,,,,,,,,1676.4,9.59,
0902-1-00,45 n market st,san jose,CA,95113,25934025,1998,parking,565527,565527,2024,in compliance,,,,2.7,7.5,2.7,7.5,441455.3,,106.8,0,106.8,,244.6,,,,,,,,,,,244.6,0.43,
0903-0-00,111 w saint john st,san jose,CA,95113,25934054,1963,office,153013,174821,2024,in compliance,,,80,40.9,84.2,42,84.3,1175030,33378.5,284.4,177.3,461.7,,2414.2,,,,,,,,,,,2414.2,13.81,
0904-0-00,8 n san pedro st,san jose,CA,95110,25934057,1942,office,21688,25367,2024,in compliance,,,,134.3,232.6,133.2,229.6,381223.3,20776.3,92.3,110.4,202.6,,558.1,,,,,,,,,,,558.1,22,
0905-0-00,225 w santa clara st,san jose,CA,95113,25935020,2001,office,343361,379083,2024,in compliance,,,94,46.4,102.7,47.3,102.9,3376794,64214.3,817.3,341.1,1158.4,3236,,,,,,,,,,,,3236,8.54,
0907-0-00,233 w santa clara st,san jose,CA,95113,25935022,1931,hotel,76000,75107,2024,in compliance,2024,not submitted,45,96.5,176.4,95.4,173.3,919945.5,40260.3,222.7,213.8,436.5,4371.6,,,,,,,,,,,,4371.6,58.2,
0908-0-00,157 w santa clara st,san jose,CA,95113,25935062,1910,multifamily housing,32266,32266,2024,in compliance,,,1,72.4,140.6,71.4,137.9,339688.6,11460,82.2,60.9,143.1,104.7,,,,,,,,,,,,104.7,3.25,100
0910-0-00,155 w santa clara st,san jose,CA,95113,25935061,1910,other - restaurant/bar,33075,39190,2024,in compliance,2024,compliant,,170.4,286.3,170,285,699589.6,42735.4,169.3,227,396.3,,569.3,,,,,,,,,,,569.3,14.53,
0911-0-00,28 n almaden ave,san jose,CA,95110,25935060,2019,multifamily housing,156098,192383,2024,in compliance,,,100,23.7,55.2,23.8,55.3,1054056,13665.3,255.1,72.6,327.7,,7180.3,,,,,,,,,,,7180.3,34.5,61
0912-0-00,333 w santa clara st,san jose,CA,95113,25936074,1983,office,213500,234935,2024,in compliance,,,62,67.6,127.3,70.2,129.6,2199564,89853.6,532.4,477.3,1009.6,,1397.6,,,,,,,,,,,1397.6,5.95,
0913-0-00,350 w santa clara st,san jose,CA,95113,25939111,2016,hotel,107914,107914,2024,in compliance,,,68,72.9,149.8,72.5,148.7,1312372,33432,317.6,177.6,495.2,,5572.5,,,,,,,,,,,5572.5,51.64,
0913-1-00,450 w santa clara st,san jose,CA,95113,25938132,1999,office,22080,22080,2024,in compliance,,,,65,146.1,67,146.1,279980.7,5247.9,67.8,27.9,95.6,0,87.2,,,,,,,,,,,87.2,3.95,
0914-0-00,99 almaden blvd,san jose,CA,95113,25939124,1980,parking,313500,382200,2024,in compliance,,,,2.8,7.9,2.8,7.9,264318.3,,64,0,64,,807.3,,,,,,,,,,,807.3,2.53,
0915-0-00,1 almaden blvd,san jose,CA,95113,25939113,1980,office,156393,165944,2024,in compliance,2024,compliant,91,30.9,72.8,31.8,72.8,1096088,15386.8,265.3,81.7,347,,,,,,,,,,,2563.6,,2563.6,15.45,
0916-0-00,55 almaden blvd,san jose,CA,95113,25939114,1982,office,140220,147514,2024,in compliance,,,84,42.1,104,43.5,105.5,1477463,13796.5,357.6,73.3,430.9,,1379,,,,,,,,,,,1379,9.35,
0917-0-00,99 almaden blvd,san jose,CA,95113,25939115,1979,office,119514,127164,2024,in compliance,,,93,32.9,66,35.5,68.1,656019.1,22780.6,158.8,121,279.8,,957.8,,,,,,,,,,,957.8,7.53,
0918-0-00,10 almaden blvd,san jose,CA,95113,25939122,1987,office,309255,329732,2024,in compliance,2024,compliant,88,35.5,76.8,36.1,76.4,2128303,46352.6,515.1,246.2,761.3,1429.1,,,,,,,,,,,,1429.1,4.33,
0918-0-01,333 w san fernando st,san jose,CA,95113,25939127,2022,office,690328,705470,2024,in compliance,,,89,35.4,99.1,34.7,97.2,7181003,,1738,0,1738,3770.4,,,,,,,,,,,,3770.4,5.34,
0921-0-00,80 s market st,san jose,CA,95113,25940067,1920,office,24567,24567,2024,in compliance,,,,26.3,63,26.7,64,148113.4,1499.7,35.8,8,43.8,240.9,,,,,,,,,,,,240.9,9.81,
0924-0-00,60 s market st,san jose,CA,95113,25940086,1986,office,231810,243026,2024,in compliance,,,82,43,99.8,44.1,99.8,2176984,32801.3,526.9,174.2,701.1,,2702.8,,,,,,,,,,,2702.8,11.12,
0925-0-00,160 w santa clara st,san jose,CA,95113,25940087,1987,office,212230,258580,2024,in compliance,,,90,37.4,97.8,37.7,97.3,2498928,12319.8,604.8,65.4,670.3,,2142.4,,,,,,,,,,,2142.4,8.29,
0926-0-00,55 s market st,san jose,CA,95113,25940091,1984,office,292231,329742,2024,in compliance,,,100,184.9,511.6,185.4,512.2,17535130,13083,4244,69.5,4313.5,15521.3,,,,,,,,,,,,15521.3,47.07,
0927-0-00,1 s market st,san jose,CA,95113,25940093,2015,multifamily housing,282969,283194,2024,in compliance,2024,not submitted,32,51.1,116.8,51.6,116.2,2942653,45693.2,712.2,242.7,954.9,,10335,,,,,,,,,,,10335,36.49,59
0928-0-00,35 s market st,san jose,CA,95113,25940094,1889,office,23973,26158,2024,in compliance,,,,11.5,23.4,12.5,24.4,49480.1,1577.6,12,8.4,20.4,0.7,,,,,,,,,,,,0.7,0.03,
0930-0-00,101 park center plz,san jose,CA,95113,25941057,1971,office,159261,180581,2024,in compliance,,,87,57.1,95.2,56.6,94,1045502,66618.7,253,353.8,606.9,687.6,,,,,,,,,,,,687.6,3.81,
0933-0-00,150 almaden blvd,san jose,CA,95113,25941068,1985,office,223672,205950,2024,in compliance,,,91,50,104.6,50.5,104,1840617,46004.2,445.5,244.4,689.8,1839.1,,,,,,,,,,,,1839.1,8.53,
0936-0-01,110 s market st,san jose,CA,95113,25941077,1935,museum,74214,74214,2024,in compliance,,,,34,87.8,33.7,85.8,626600.2,3654.3,151.7,19.4,171.1,787.3,,,,,,,,,,,,787.3,10.61,
0938-0-00,50 w san fernando st,san jose,CA,95113,25941087,1988,office,117279,382099,2024,in compliance,,,84,60.4,136.2,60.5,135.2,4587436,74541.8,1110.3,395.9,1506.2,,3850.4,,,,,,,,,,,3850.4,10.08,
0939-0-00,211 s 1st st,san jose,CA,95113,25942079,1911,hotel,61423,60000,2024,in compliance,,,98,46.4,89.4,47.1,89,397767.1,14688.5,96.3,78,174.3,1816.3,,,,,,,,,,,,1816.3,30.27,
0940-0-00,200 s market st,san jose,CA,95113,25942082,1976,multifamily housing,88275,111600,2024,in compliance,2024,compliant,68,52.3,100.4,53.5,101.3,756125.6,27671.6,183,147,330,,3873.1,,,,,,,,,,,3873.1,38.73,79
0940-1-00,255 almaden blvd,san jose,CA,95113,25943064,1972,performing arts,99445,99445,2024,in compliance,,,,65.8,125.5,67,125.1,910507.7,35609.8,220.4,189.1,409.5,1833.7,,,,,,,,,,,,1833.7,18.44,
0941-0-00,282 almaden blvd,san jose,CA,95113,25943069,1977,hotel,138095,138095,2024,in compliance,,,92,57.6,113.2,58.6,114.3,1221326,39263,295.6,208.5,504.1,,4293.1,,,,,,,,,,,4293.1,31.09,
0942-0-00,300 park ave,san jose,CA,95110,25943074,2009,office,321618,302571,2024,in compliance,,,82,47.1,104.7,48.9,106.5,2797294,52515,677,278.9,956,,2726,,,,,,,,,,,2726,9.01,
0943-0-00,333 w san carlos st,san jose,CA,95110,25943075,1987,office,305586,350892,2024,in compliance,,,95,39.8,85.3,41.1,86.7,2560404,56707.2,619.7,301.2,920.9,,2841.5,,,,,,,,,,,2841.5,8.1,
0944-1-00,111 almaden blvd,san jose,CA,95113,25944080,1980,office,142813,142813,2024,in compliance,,,68,45.5,92.3,47.8,94.3,1053884,32307,255.1,171.6,426.7,578,,,,,,,,,,,,578,4.05,
0945-0-00,345 park ave,san jose,CA,95110,25944085,1996,mixed use property,350000,391829,2024,in compliance,,,75,82,182.2,82.7,181.6,6220249,111633.2,1505.5,592.9,2098.4,4967,,,,,,,,,,,,4967,12.68,
0946-0-00,151 almaden blvd,san jose,CA,95113,25944088,2003,office,269000,281969,2024,in compliance,,,57,117.4,269.6,117.7,268.3,6836423,98527.1,1654.6,523.3,2177.9,4291.1,,,,,,,,,,,,4291.1,15.22,
0947-0-00,321 park ave,san jose,CA,95110,25944089,1998,mixed use property,273137,353023,2024,in compliance,,,40,136,332.7,137.1,332.5,11148300,103446.7,2698.2,549.5,3247.7,5354,,,,,,,,,,,,5354,15.17,
0948-0-00,475 w san carlos st,san jose,CA,95110,25947083,2001,multifamily housing,121082,108567,2024,in compliance,2024,not submitted,92,28.1,60.3,28.1,60.1,555985.3,11565.2,134.6,61.4,196,,6143,,,,,,,,,,,6143,56.58,35
0951-0-00,190 ryland st,san jose,CA,95110,25951004,2003,multifamily housing,338282,346736,2024,in compliance,,,64,38.6,73.9,39.3,74.6,1936283,70083.7,438.4,372.2,810.7,,20225.6,,,,,,,,,,,20225.6,58.33,23
0952-0-00,533 coleman ave,san jose,CA,95110,25954023,2006,retail store,142788,143424,2024,in compliance,2024,compliant,100,32.3,56.1,34.6,58.5,531301.1,31566,128.6,167.7,296.3,2716,,,,,,,,,,,,2716,18.94,
0953-0-00,535 coleman ave,san jose,CA,95110,25954027,2005,retail store,33000,33000,2024,in compliance,,,69,35.8,97,35,94.2,317183.2,733.6,76.8,3.9,80.7,214.6,,,,,,,,,,,,214.6,6.5,
0954-0-00,561 coleman ave,san jose,CA,95110,25954029,2005,retail store,23819,23819,2024,in compliance,,,91,28,76.4,26.8,73.2,179687.8,257.5,43.5,1.4,44.9,39.9,,,,,,,,,,,,39.9,1.67,
0955-0-00,607 coleman ave,san jose,CA,95110,25954031,2005,retail store,27627,27430,2024,in compliance,2024,not submitted,24,67.9,167.1,68.2,164.8,428360.5,4081.3,103.7,21.7,125.4,721.4,,,,,,,,,,,,721.4,26.3,
0958-0-00,77 n almaden ave,san jose,CA,95110,25961351,2015,multifamily housing,326156,571220,2024,in compliance,,,82,31.2,69.1,31.5,69.1,3442737,62665.6,833.2,332.8,1166.1,,12193.1,,,,,,,,,,,12193.1,21.35,70
0960-0-00,777 the alameda,san jose,CA,95126,26101098,2014,retail store,34236,34236,2024,in compliance,,,,1101.1,1806.4,1101.1,1806.4,3727811,249796,902.2,1326.8,2229,3833,,,,,,,,,,,,3833,111.96,
0961-0-00,383 stockton ave,san jose,CA,95126,26101111,2014,multifamily housing,277016,340880,2024,in compliance,,,79,30.2,57.5,30.3,57.3,1646696.5,47089.2,398.5,250.1,648.7,,13074.3,,,,,,,,,,,13074.3,38.35,55
0962-0-00,787 the alameda,san jose,CA,95126,26101112,2018,multifamily housing,143174,187894,2024,in compliance,2024,compliant,98,30.7,69.9,30.8,69.7,1174893,17811.5,284.4,94.6,379,,7511.6,,,,,,,,,,,7511.6,39.98,52
0962-1-00,717 w julian st,san jose,CA,95126,26101113,2020,multifamily housing,52707,385823,2024,in compliance,2024,compliant,99,16.6,37,16.6,36.8,1253900,21239.3,283.9,112.8,396.7,,4841.6,,,,,,,,,,,4841.6,12.55,92
0963-0-00,1041 the alameda,san jose,CA,95126,26102028,1956,hotel,20211,25000,2024,in compliance,,,54,59,110.2,59,110.2,202038.3,7849.7,48.9,41.7,90.6,,3245.7,,,,,,,,,,,3245.7,129.83,
