SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0159-0-00,345 elan village ln,san jose,CA,95134,9771020,1993,multifamily housing,95036,855047,2019,in compliance,96,15.5,32.2,15.3,31.6,,133655.0431,,709.9,,,,,,,,,,,,,,89057.5,43.23,7
0163-0-00,4343 renaissance dr,san jose,CA,95134,9778001,1999,multifamily housing,588326,588326,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0166-0-00,4000 n 1st st,san jose,CA,95134,9779002,1999,office,84096,115174,2019,in compliance,,,,,,,,,0,,,,,,,,,,,,,,,,
0167-0-00,90 headquarters dr,san jose,CA,95134,9779003,2020,office,82944,47673,2019,in compliance,,,,,,,,,0,,,,,,,,,,,,,,,,
0171-0-00,3930 n 1st st,san jose,CA,95134,9779011,2018,office,146880,489094,2019,in compliance,,63.9,174.6,63.8,174.5,,2063.833046,,11,,,,,,,,,,,,,,10574.3,122.61,
0172-0-00,3950 n 1st st,san jose,CA,95134,9779012,1985,office,102528,46285,2019,in compliance,,,,,,,,,0,,,,,,,,,,,,,,,,
0173-0-00,3860 n 1st st,san jose,CA,95134,9780001,2017,manufacturing/industrial plant,101582,94000,2019,in compliance,,98.2,186.7,100.5,189.1,,49511.19532,,263,,,,,,,,,,,,,,2297,24.44,
0174-0-00,3870 n 1st st,san jose,CA,95134,9780002,1991,office,88000,89616,2019,in compliance,38,88.1,202.8,88.1,202.9,,22445.00005,,119.2,,,,,,,,,,,,,,2676.2,29.86,
0175-0-00,3850 n 1st st,san jose,CA,95134,9780006,1981,office,88000,89616,2019,in compliance,2,244.6,589,243.1,585.1,,48963.0584,,260.1,,,,,,,,,,,,,,1463.8,16.33,
0176-0-00,55-85 nicholson ln,san jose,CA,95134,9780007,1980,office,122729,48893,2019,in compliance,,237.6,645.5,234.4,636.7,,5592.880274,,29.7,,,,,,,,,,,,,,1374.9,27.5,
0176-0-01,101-115 nicholson lane,san jose,CA,95134,9780007,1980,office,122729,36144,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0176-0-02,125-155 nicholson lane,san jose,CA,95134,9780007,1980,office,122729,37728,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0178-0-00,120 rose orchard way,san jose,CA,95134,9782002,1985,office,62974,314455,2019,in compliance,6,129.2,344,126.5,336.1,,4202.610496,,22.3,,,,,,,,,,,,,,1410.6,34.99,
0179-0-00,150 rose orchard way,san jose,CA,95134,9782003,1985,office,92448,92448,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0180-0-00,180 rose orchard way,san jose,CA,95134,9782005,1985,office,57745,57745,2019,in compliance,9,119.1,253,118.2,250.3,,27717.79893,,147.2,,,,,,,,,,,,,,275668.1,4580.12,
0181-0-00,170 rose orchard way,san jose,CA,95134,9782007,1985,office,60002,60002,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0182-0-00,3850 zanker rd,san jose,CA,95134,9784001,1999,,151400,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0183-0-00,3800 zanker rd,san jose,CA,95134,9784002,1999,,151372,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0184-0-00,225 e tasman dr,san jose,CA,95134,9784003,1999,,219500,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0185-0-00,275 e tasman dr,san jose,CA,95134,9784004,1999,,148800,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0186-0-00,325 e tasman dr,san jose,CA,95134,9784005,1999,,148900,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0187-0-00,375 e tasman dr,san jose,CA,95134,9784006,1999,,217100,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0188-0-00,3750 zanker rd,san jose,CA,95134,9784015,1998,,151400,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0189-0-00,350 e tasman dr,san jose,CA,95134,9784025,1999,,418500,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0190-0-00,400 e tasman dr,san jose,CA,95134,9784026,1999,,214028,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0191-0-00,250 e tasman dr,san jose,CA,95134,9784027,1999,,148600,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0192-0-00,425 e tasman dr,san jose,CA,95134,9785001,1999,,148900,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0193-0-00,3700 cisco way,san jose,CA,95134,9785007,2000,,208240,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0194-0-00,3650 cisco way,san jose,CA,95134,9785008,2000,,151372,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0195-0-00,3600 cisco way,san jose,CA,95134,9785009,2001,,219508,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0196-0-00,3550 cisco way,san jose,CA,95134,9785010,2001,,219480,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0197-0-00,3675 cisco way,san jose,CA,95134,9785011,2001,,151372,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0198-0-00,3625 cisco way,san jose,CA,95134,9785012,2001,,216097,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0199-0-00,3750 cisco way,san jose,CA,95134,9785013,2000,,151372,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0200-0-00,2585 seaboard ave,san jose,CA,95131,10101002,1970,hotel,61319,61319,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0204-0-00,2510 -2566 seaboard ave,san jose,CA,95131,10101008,1973,other - services,54219,54219,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0206-0-00,10 w trimble rd,san jose,CA,95131,10102003,1991,hotel,56192,106000,2019,in compliance,91,55.2,99.4,55.2,98.4,,34083.64873,,181,,,,,,,,,,,,,,4913.7,46.36,
0208-0-00,2560 & 2570 orchard pkwy,san jose,CA,95131,10132002,2021,office,129024,129024,2019,in compliance,,16.2,35.7,16.2,35.7,,3537.16123,,18.8,,,,,,,,,,,,,,45.2,0.7,
0209-0-00,2580 orchard pkwy,san jose,CA,95131,10132001,1999,office,64512,61012,2019,in compliance,,,,18.5,50.1,,0,,0,,,,,,,,,,,,,,2098.7,32.53,
0210-0-00,2515 n 1st st,san jose,CA,95131,10102012,1984,office,47673,47673,2019,in compliance,22,117.4,263.9,116.2,259.8,,18590.50014,,98.7,,,,,,,,,,,,,,1822.1,36.77,
0210-0-01,2525 north first street,san jose,CA,95131,10102012,1984,office,249832,73488,2019,in compliance,59,92,220.9,92.9,220.6,,17058.00035,,90.6,,,,,,,,,,,,,,1822.1,24.16,
0210-0-02,2535 north first street,san jose,CA,95131,10102012,1984,office,60667,60667,2019,in compliance,55,98.2,234.2,96.9,230.1,,14678.76689,,78,,,,,,,,,,,,,,1822.1,29.26,
0210-0-03,2545 n 1st st,san jose,CA,95131,10102012,1984,office,60248,60248,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0213-0-00,2509 orchard pkwy,san jose,CA,95131,10102017,2016,office,199175,199175,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0214-0-00,2345 n 1st st,san jose,CA,95131,10103002,1998,office,113381,110881,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0215-0-00,2315 n 1st st,san jose,CA,95131,10103003,1998,office,113881,113381,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0216-0-00,2325 orchard pkwy,san jose,CA,95131,10103004,1999,office,290589,285908,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0217-0-00,2300 orchard pkwy,san jose,CA,95131,10103005,2017,office,118631,116381,2019,in compliance,,31.5,58,31.5,58,,19988.35595,,106.2,,,,,,,,,,,,,,2686.1,23.08,
0218-0-00,2181 n 1st st,san jose,CA,95131,10104005,1999,,698276,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0221-0-00,2107 n 1st st,san jose,CA,95131,10105004,1985,office,102986,103197,2019,in compliance,66,64.5,152.4,64.2,150.8,,16952.39337,,90,,,,,,,,,,,,,,2648.3,25.75,
0223-0-00,375 w trimble rd,san jose,CA,95131,10118003,1982,office,46026,46026,2019,in compliance,22,86.8,215.3,87.6,216.1,,22901.99903,,121.6,,,,,,,,,,,,,,336,2.44,
0223-0-01,397 w trimble rd,san jose,CA,95131,10118003,1982,office,251377,91725,2019,in compliance,16,110.2,278.6,111,279.4,,16467.23028,,87.5,,,,,,,,,,,,,,5071.4,55.29,
0223-0-02,399 w trimble rd,san jose,CA,95131,10118003,1982,office,92842,92842,2019,in compliance,85,57.3,113.9,57.2,113.2,,24955.82789,,132.6,,,,,,,,,,,,,,495.8,5.34,
0224-0-00,2755 orchard pkwy,san jose,CA,95134,10118008,2017,office,101171,36383,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0225-0-00,2701 orchard pkwy,san jose,CA,95134,10118009,1978,manufacturing/industrial plant,207006,207006,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0226-0-00,2665 n 1st st,san jose,CA,95134,10119001,1975,office,97216,122155,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0227-0-00,2611 n 1st st,san jose,CA,95134,10119002,1984,office,68917,58256,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0228-0-00,2610 orchard pkwy,san jose,CA,95134,10119003,1984,office,59797,59797,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0228-0-01,2630 orchard parkway,san jose,CA,95134,10119003,1984,office,64333,64333,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0228-0-02,55 w trimble,san jose,CA,95131,10119003,1986,office,94515,94515,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0229-0-00,2688 orchard pkwy,san jose,CA,95134,10119004,1980,laboratory,82384,82384,2019,in compliance,25,101,240.9,98.1,233,,19685.03282,,104.6,,,,,,,,,,,,,,3156,38.31,
0229-0-02,2708 orchard pkwy,san jose,CA,95134,10119004,1980,office,82384,82384,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0230-0-00,2720 orchard pkwy,san jose,CA,95134,10119005,1980,office,79066,79066,2019,in compliance,98,32.9,54.8,33.2,55,,17200.58502,,91.4,,,,,,,,,,,,,,6824,86.31,
0231-0-00,2711 n 1st st,san jose,CA,95134,10119006,1980,office,76568,76568,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0232-0-00,2731 n 1st st,san jose,CA,95134,10119008,1978,office,51023,51772,2019,in compliance,43,82.4,179.8,82.8,178.6,,15497.64828,,82.3,,,,,,,,,,,,,,11458.9,224.58,
0233-0-00,2727 n 1st st,san jose,CA,95134,10119009,1997,office,50180,50180,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0234-0-00,3099 orchard dr,san jose,CA,95134,10128001,1986,office,51505,51505,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0235-0-00,3055 orchard dr,san jose,CA,95134,10128002,1982,office,111285,111285,2019,in compliance,9,122.2,299.9,120.7,294.9,,18956.65006,,100.7,,,,,,,,,,,,,,3355,43.66,
0236-0-00,3041 orchard pkwy,san jose,CA,95134,10128003,1985,manufacturing/industrial plant,64265,64000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0237-0-00,3025 orchard pkwy,san jose,CA,95134,10128004,1980,other - technology/science,61226,62000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0238-0-00,3001 orchard pkwy,san jose,CA,95134,10128005,1981,distribution center,97840,97957,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0239-0-00,2811 orchard pkwy,san jose,CA,95134,10128006,1981,office,84560,84560,2019,in compliance,,,,,,,,,,,,,,,,,,,,,,,,,
0240-0-00,30 w montague expy,san jose,CA,95134,10129001,1980,office,75590,34170,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0241-0-00,3051 n 1st st,san jose,CA,95134,10129002,1980,office,78359,35171,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0244-0-00,3011 n 1st st,san jose,CA,95134,10129005,1980,manufacturing/industrial plant,146159,146882,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0245-0-00,3000 orchard pkwy,san jose,CA,95134,10129006,2000,office,126244,53172,2019,pending revisions,,6.9,19.3,6.9,19.3,,1.99999976,,0,,,,,,,,,,,,,,2.3,0.04,
0246-0-00,3003 n 1st st,san jose,CA,95134,10129007,1979,,54114,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0247-0-00,2825 n 1st st,san jose,CA,95134,10129012,1985,manufacturing/industrial plant,51578,51758,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0248-0-00,2820 orchard pkwy,san jose,CA,95134-2019,10129010,1984,office,62260,62260,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0248-0-01,75 west plumeria dr,san jose,CA,95134-2019,10129010,1984,office,62500,62500,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0248-1-00,3 w plumeria dr,san jose,CA,95134,10129013,2020,office,79803,79341,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0249-0-00,2904 orchard pkwy,san jose,CA,95134,10129011,1995,laboratory,78979,78979,2019,in compliance,4,145.6,355,142.1,343.7,,24480.45635,,130,,,,,,,,,,,,,,2784.9,35.26,
0250-0-00,3061-3081 zanker rd,san jose,CA,95134,10130001,1980,laboratory,180000,180000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0251-0-00,3080 n 1st st,san jose,CA,95134,10130002,1997,,264964,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0254-0-00,30 e plumeria dr,san jose,CA,95134,10130008,1981,office,69300,69300,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0255-0-00,2700 n 1st st,san jose,CA,95134,10130010,1981,,108484,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0256-0-00,60 e plumeria dr,san jose,CA,95134,10130012,1981,,73130,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0257-0-00,2701 zanker rd,san jose,CA,95134,10130013,1981,,77712,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0265-0-00,2625 zanker rd,san jose,CA,95134,10130026,1986,office,51400,51000,2019,in compliance,30,115.4,210.5,116.3,210.2,,33619.80018,,178.6,,,,,,,,,,,,,,1815.1,35.59,
0266-0-00,2645 zanker rd,san jose,CA,95134,10130027,1986,office,52920,51812,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0267-0-00,2600 n 1st st,san jose,CA,95134,10130030,2016,office,74586,73533,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0268-0-00,75 e trimble rd,san jose,CA,95131,10130031,1979,office,93984,91687,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0269-0-00,3050 zanker rd,san jose,CA,95134,10131001,1984,office,97910,97910,2019,in compliance,1,681.9,1731,681.9,1731,,99848.6456,,530.3,,,,,,,,,,,,,,6408.2,65.45,
0270-0-00,2880 junction ave,san jose,CA,95134,10131002,1984,office,79143,81046,2019,in compliance,77,31.1,87,31.1,87,,8.3300007,,0,,,,,,,,,,,,,,150866.3,1906.25,
0271-0-00,2860 junction ave,san jose,CA,95134,10131003,1984,office,74129,67537,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0272-0-00,2840 junction ave,san jose,CA,95134,10131004,1984,office,79748,79143,2019,in compliance,2,338.4,416.8,338,415.7,,245792.5438,,1305.5,,,,,,,,,,,,,,2520.9,31.1,
0273-0-00,411 e plumeria dr,san jose,CA,95134,10131005,1984,office,86602,86602,2019,in compliance,45,91.8,226.7,91,224.4,,15079.03214,,80.1,,,,,,,,,,,,,,2.9,0.03,
0275-0-00,2851 junction ave,san jose,CA,95134,10131007,2001,office,155613,155613,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0276-0-00,2950 zanker rd,san jose,CA,95134,10131008,1982,office,39314,39314,2019,in compliance,,1030,1162.5,1030,1162.5,,685636.165,,3641.7,,,,,,,,,,,,,,4354.5,62.47,
0278-0-00,2880 zanker rd,san jose,CA,95134,10131010,1986,office,57824,58551,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0280-0-00,2870 zanker rd,san jose,CA,95134,10131012,1986,office,56785,58551,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0281-0-00,408 e plumeria dr,san jose,CA,95134,10131013,1983,office,58289,73521,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0282-0-00,2730 junction ave,san jose,CA,95134,10131014,1982,,90467,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0283-0-00,2520 junction ave,san jose,CA,95134,10131030,1984,other - technology/science,34282,34282,2019,in compliance,100,10.4,29.2,10.4,29.2,,1,,0,,,,,,,,,,,,,,4577.3,147.63,
0283-0-02,2580 junction ave,san jose,CA,95134,10131026,1984,office,52000,52685,2019,in compliance,,100.2,258.7,100.5,259.1,,6711.257544,,35.6,,,,,,,,,,,,,,507.5,9.63,
0283-0-03,541 e trimble ave,san jose,CA,95131,10131029,1984,office,90974,90974,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0284-0-00,350 e plumeria dr,san jose,CA,95134,10131016,1983,office,142700,142700,2019,in compliance,36,96.2,208,95.6,205.5,,50630.26116,,268.9,,,,,,,,,,,,,,2925.4,20.5,
0285-0-00,2585 junction ave,san jose,CA,95134,10131018,1998,other - technology/science,110590,56359,2019,in compliance,53,77.2,166.3,77.2,166.3,,16092.66024,,85.5,,,,,,,,,,,,,,40.2,0.71,
0286-0-00,2581 junction ave,san jose,CA,95134,10131019,2006,office,92864,87761,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0287-0-00,455 e trimble rd,san jose,CA,95131,10131020,1984,office,80125,80125,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0288-0-00,355 trimble rd,san jose,CA,95131,10131021,1984,other,96780,96780,2019,pending revisions,100,2.4,6.6,2.4,6.6,,0,,0,,,,,,,,,,,,,,1493,16.85,
0289-0-00,2680 zanker rd,san jose,CA,95134,10131022,1998,other - technology/science,350000,67611,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0290-0-00,2841 junction ave,san jose,CA,95134,10131023,1986,office,57920,58551,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0290-1-00,2560 junction ave,san jose,CA,95134,10131028,1984,,210017,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0291-0-00,2025 gateway pl,san jose,CA,95110,23001040,1972,office,159931,158332,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0292-0-00,2050 gateway pl,san jose,CA,95110,23001049,1982,hotel,483040,488116,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0293-0-00,2099 gateway pl,san jose,CA,95110,23001054,1985,office,115773,125386,2019,in compliance,96,34.3,83.1,34.1,82.2,,9549.989742,,50.7,,,,,,,,,,,,,,864,6.89,
0294-0-00,2001 gateway plz,san jose,CA,95110,23001055,1981,office,152326,171378,2019,in compliance,64,69.8,178.7,70,178.9,,16818.61725,,89.3,,,,,,,,,,,,,,3664,21.38,
0295-0-00,2055 gateway pl,san jose,CA,95110,23001056,1983,office,321179,124875,2019,in compliance,93,37,89.8,36.6,88.8,,9796.970259,,52,,,,,,,,,,,,,,4363.1,34.94,
0295-0-01,2033 gateway pl,san jose,CA,95110,23001056,1998,office,321179,134932,2019,in compliance,99,37.1,92.2,37.2,92.4,,9180.150503,,48.8,,,,,,,,,,,,,,1069.6,7.93,
0295-0-02,2077 gateway pl,san jose,CA,95110,23001056,1984,office,321179,87799,2019,in compliance,93,34.8,81.2,35.1,81.5,,8364.75255,,44.4,,,,,,,,,,,,,,651.3,7.42,
0300-0-00,1260 campbell ave,san jose,CA,95126,23014026,2010,multifamily housing,81852,152164,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0302-0-00,2001 the alameda,san jose,CA,95126,23020027,1946,other - lodging/residential,26341,29872,2019,pending revisions,,,,,,,,0,0,0,,,,,,,,,,,,,,,
0308-0-00,1887 matrix blvd,san jose,CA,95110,23029065,2012,casino,89104,89104,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0309-0-00,100 century center ct,san jose,CA,95112,23029073,1985,office,100522,107107,2019,in compliance,42,103.2,192.7,103.6,192,,60070.9658,,319.1,,,,,,,,,,,,,,1614,15.07,
0310-0-00,224 airport pkwy,san jose,CA,95110,23029077,1983,office,124201,121106,2019,pending revisions,82,43.7,122.2,43.7,122.2,,,,0,,,,,,,,,,,,,,1606.7,13.27,
0312-0-00,1730 technology dr,san jose,CA,95110,23029082,1978,laboratory,87125,87125,2019,in compliance,57,61.8,140.2,61.8,140.2,,16424.4901,,87.2,,,,,,,,,,,,,,1896.3,21.77,
0313-0-00,1740 technology dr,san jose,CA,95110,23029083,1985,office,198099,216084,2019,in compliance,78,74,184.2,74.3,183.5,,30085.46921,,159.8,,,,,,,,,,,,,,5725.1,26.62,
0314-0-00,101 metro dr,san jose,CA,95110,23029084,1986,office,429535,482215,2019,in compliance,88,55.3,121,56.8,122.5,,100766.5708,,535.2,,,,,,,,,,,,,,6902.3,14.31,
0315-0-00,1737 n 1st st,san jose,CA,95112,23029088,1971,office,75411,84453,2019,in compliance,71,55.6,125.4,54.9,122.7,,15001.30723,,79.7,,,,,,,,,,,,,,1541.8,18.26,
0316-0-00,1735 n 1st st,san jose,CA,95112,23029093,1979,office,60479,67302,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0317-0-00,226 airport pkwy,san jose,CA,95110,23029095,1981,office,122802,134012,2019,in compliance,78,58.5,117.2,58.4,115.9,,36513.67244,,193.9,,,,,,,,,,,,,,6685.3,49.89,
0318-0-00,1735 technology drive,san jose,CA,95110,23029096,1986,office,686945,161846,2019,in compliance,53,56.5,158.2,56.5,158.2,,,,0,,,,,,,,,,,,,,3635,22.46,
0318-0-01,1741 technology drive,san jose,CA,95110,23029096,1999,office,686945,145534,2019,pending revisions,32,92.2,228.2,90.9,224.5,,24920.99091,,132.4,,,,,,,,,,,,,,3727.5,25.61,
0318-0-02,1745 technology drive,san jose,CA,95110,23029096,2000,office,686945,228310,2019,pending revisions,2,155.2,369.5,157.9,372.4,,91125.98509,,484,,,,,,,,,,,,,,2645.1,11.59,
0318-0-03,1731 technology drive,san jose,CA,95110,23029096,1984,office,686945,162137,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0319-0-00,1727 technology dr,san jose,CA,95110,23029097,1990,hotel,81738,79406,2019,in compliance,89,55.3,112.2,55.9,112.8,,20658.00026,,109.7,,,,,,,,,,,,,,5386,64.97,
0320-0-00,10 skyport dr,san jose,CA,95110,23029109,2015,hotel,215834,215834,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0321-0-00,1721 technology dr,san jose,CA,95110,23029115,2018,medical office,153000,153450,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0322-0-00,1650 technology way,san jose,CA,95110,23029118,2001,office,418334,191201,2019,in compliance,53,104,235.5,103.6,233.8,,61502.486,,326.7,,,,,,,,,,,,,,,,
0322-0-01,1700 technology way,san jose,CA,95110,23029118,2001,office,418334,194282,2019,in compliance,51,121.5,295.6,122.4,296.5,,51231.14445,,272.1,,,,,,,,,,,,,,2516.7,12.95,
0322-0-02,90 skyport dr,san jose,CA,95110,23029118,2001,office,418334,35251,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0323-0-00,1600 technology dr,san jose,CA,95110,23029119,1995,office,195000,198033,2019,in compliance,89,29.6,71.9,29.6,71.9,,12566.49942,,66.7,,,,,,,,,,,,,,870.7,4.4,
0324-0-00,1755 n 1st st,san jose,CA,95112,23029120,1969,,90502,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0325-0-00,1729 n 1st st,san jose,CA,95112,23029122,2016,multifamily housing,330178,426639,2019,in compliance,85,36.7,76.5,36.8,76.4,,55453.1977,,294.5,,,,,,,,,,,,,,13699.7,37.52,59
0327-0-00,1155 n 1st st,san jose,CA,95112,23036074,1980,office,30623,30720,2019,in compliance,86,26,72.7,25.7,72,,,,0,,,,,,,,,,,,,,916.4,29.83,
0332-0-00,1922 the alameda,san jose,CA,95126,23042124,1969,medical office,39253,42363,2019,pending revisions,,,,,,,,0,0,0,,,,,,,,,,,,,,,
0335-1-01,1167 coleman ave,san jose,CA,95110,23046090,2020,office,163272,163272,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0335-1-02,1173 coleman ave,san jose,CA,95110,23046090,2020,office,194790,194790,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0335-2-00,1170 wondo way,san jose,CA,95110,23046091,2019,parking,499701,499701,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0335-3-00,1146 wondo way,san jose,CA,95110,23046092,2019,,131225,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0335-5-00,1130 wondo wy,san jose,CA,95110,23046093,2022,hotel,115392,115392,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0336-0-00,750 newhall dr,san jose,CA,95110,23057001,2021,retail store,139410,139410,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0338-0-00,1143 coleman ave,san jose,CA,95110,23058003,2017,office,168893,162557,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0338-1-00,1155 coleman ave,san jose,CA,95110,23058004,2017,office,194549,194549,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0338-2-00,1199 coleman ave,san jose,CA,95110,23061002,2021,office,657934,657934,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0341-0-00,1788 n 1st st,san jose,CA,95112,23501031,2000,bar/nightclub,67836,67836,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0342-0-01,1732 n 1st st,san jose,CA,95112,23501036,1998,parking,331348,331348,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
